row_index,prediction_result,review_text,true_sentiment,predicted_sentiment,prediction_confidence,prediction_decision_score,strongest_feature_group,top_supporting_features,top_opposing_features,explanation
74,correct,She really likes it.,pos,pos,0.565,0.3181,RoBERTa,"Enhanced RoBERTa Pos = 0.6801 (contribution: 0.2887);
Enhanced RoBERTa Neg = 0.0194 (contribution: 0.2794);
Enhanced VADER Pos = 0.508 (contribution: 0.085);
Meta Has Contrast = 0.0 (contribution: 0.0636);
Meta Intensifier Count = 1.0 (contribution: 0.0537)","Meta Has Intensifier = 1.0 (contribution: -0.1264);
Meta Has Negator = 0.0 (contribution: -0.0525);
Meta Diminisher Count = 0.0 (contribution: -0.0115);
Enhanced NB Neg = 0.3076 (contribution: -0.0104);
Meta Pos Phrase Count = 0.0 (contribution: -0.0095)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced VADER Pos, Meta Has Contrast, Meta Intensifier Count. The main opposing signal was Meta Has Intensifier."
77,correct,If i had known all it was was a patch glued to a crappy wallet id have just bought a patch and done it myself... At least i would have centered it...,neg,neg,0.5534,0.2844,RoBERTa,"Enhanced RoBERTa Pos = 0.0487 (contribution: 0.2005);
Enhanced VADER Compound = -0.5574 (contribution: 0.1625);
Enhanced RoBERTa Neg = 0.4928 (contribution: 0.1268);
Meta Has Negator = 0.0 (contribution: 0.1097);
Meta Has Pos Phrase = 0.0 (contribution: 0.0578)","Enhanced RoBERTa Neu = 0.4585 (contribution: -0.0759);
Meta Pos Phrase Count = 0.0 (contribution: -0.0507);
Meta Negator Count = 0.0 (contribution: -0.0478);
Meta Neg Phrase Count = 0.0 (contribution: -0.0339);
Meta Intensifier Count = 0.0 (contribution: -0.0151)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced RoBERTa Neg, Meta Has Negator, Meta Has Pos Phrase. The main opposing signal was Enhanced RoBERTa Neu."
78,correct,good price quality seems great,pos,pos,0.6838,0.6461,RoBERTa,"Enhanced RoBERTa Pos = 0.8684 (contribution: 0.4499);
Enhanced RoBERTa Neg = 0.0128 (contribution: 0.2849);
Enhanced VADER Pos = 0.7 (contribution: 0.1332);
Meta Has Intensifier = 0.0 (contribution: 0.0671);
Meta Has Contrast = 0.0 (contribution: 0.0636)","Meta Intensifier Count = 0.0 (contribution: -0.0648);
Enhanced NB Neg = 0.1715 (contribution: -0.0527);
Meta Has Negator = 0.0 (contribution: -0.0525);
Enhanced SVM Neu = 0.4086 (contribution: -0.0283);
Enhanced NB Pos = 0.548 (contribution: -0.0203)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced VADER Pos, Meta Has Intensifier, Meta Has Contrast. The main opposing signal was Meta Intensifier Count."
80,correct,"The story is great, but the condition of the book was less than what I expected. All of the pages are brown and tear easily. The purchase that I selected was classified as ""new"". I was disappointed.",neg,neg,0.6147,0.5139,RoBERTa,"Enhanced RoBERTa Neg = 0.8636 (contribution: 0.457);
Enhanced RoBERTa Pos = 0.0097 (contribution: 0.2271);
Meta Has Negator = 0.0 (contribution: 0.1097);
Enhanced RoBERTa Neu = 0.1268 (contribution: 0.0901);
Meta Has Pos Phrase = 0.0 (contribution: 0.0578)","Meta Pos Phrase Count = 0.0 (contribution: -0.0507);
Meta Negator Count = 0.0 (contribution: -0.0478);
Meta Neg Phrase Count = 0.0 (contribution: -0.0339);
Enhanced NB Neu = 0.5158 (contribution: -0.0242);
Meta Has Contrast = 1.0 (contribution: -0.0226)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Meta Has Negator, Enhanced RoBERTa Neu, Meta Has Pos Phrase. The main opposing signal was Meta Pos Phrase Count."
81,correct,Requires assembly. Don't let the picture fool you. It is supposed to come already assembled. Fake product. Don't buy!,neg,neg,0.7093,0.7022,RoBERTa,"Enhanced RoBERTa Neg = 0.8423 (contribution: 0.4381);
Enhanced RoBERTa Pos = 0.0124 (contribution: 0.2253);
Enhanced VADER Compound = -0.7424 (contribution: 0.1983);
Enhanced RoBERTa Neu = 0.1453 (contribution: 0.0808);
Meta Has Pos Phrase = 0.0 (contribution: 0.0578)","Meta Has Negator = 1.0 (contribution: -0.0851);
Meta Pos Phrase Count = 0.0 (contribution: -0.0507);
Meta Neg Phrase Count = 0.0 (contribution: -0.0339);
Enhanced VADER Neg = 0.27 (contribution: -0.0279);
Meta Intensifier Count = 0.0 (contribution: -0.0151)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced RoBERTa Neu, Meta Has Pos Phrase. The main opposing signal was Meta Has Negator."
82,correct,"Not as good as they seem, but acceptable.",neu,neu,0.645,0.5243,RoBERTa,"Enhanced RoBERTa Neu = 0.6533 (contribution: 0.3392);
Enhanced SVM Neu = 0.6077 (contribution: 0.1382);
Meta Has Contrast = 1.0 (contribution: 0.091);
Meta Pos Phrase Count = 0.0 (contribution: 0.0789);
Meta Intensifier Count = 0.0 (contribution: 0.0737)","Meta Has Intensifier = 0.0 (contribution: -0.0742);
Meta Has Pos Phrase = 0.0 (contribution: -0.0692);
Meta Has Neg Phrase = 0.0 (contribution: -0.055);
Enhanced VADER Pos = 0.277 (contribution: -0.018);
Meta Has Diminisher = 0.0 (contribution: -0.0131)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced SVM Neu, Meta Has Contrast, Meta Pos Phrase Count, Meta Intensifier Count. The main opposing signal was Meta Has Intensifier."
83,correct,Bottoms made small,neg,neg,0.4081,-0.0855,Polarity Shift Features,"Enhanced RoBERTa Pos = 0.098 (contribution: 0.1669);
Meta Has Negator = 0.0 (contribution: 0.1097);
Meta Has Pos Phrase = 0.0 (contribution: 0.0578);
Enhanced VADER Compound = 0.0 (contribution: 0.0543);
Meta Has Neg Phrase = 0.0 (contribution: 0.0386)","Enhanced RoBERTa Neu = 0.5999 (contribution: -0.1467);
Meta Pos Phrase Count = 0.0 (contribution: -0.0507);
Meta Negator Count = 0.0 (contribution: -0.0478);
Enhanced RoBERTa Neg = 0.302 (contribution: -0.0431);
Meta Neg Phrase Count = 0.0 (contribution: -0.0339)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from Polarity Shift Features. The top supporting features were Enhanced RoBERTa Pos, Meta Has Negator, Meta Has Pos Phrase, Enhanced VADER Compound, Meta Has Neg Phrase. The main opposing signal was Enhanced RoBERTa Neu."
84,correct,Very good!!!! very good I love it. it works as good as i expected. impressive. I will come back again,pos,pos,0.7042,0.6984,RoBERTa,"Enhanced RoBERTa Pos = 0.9634 (contribution: 0.5312);
Enhanced RoBERTa Neg = 0.0041 (contribution: 0.2923);
Meta Intensifier Count = 2.0 (contribution: 0.1722);
Enhanced VADER Pos = 0.55 (contribution: 0.0955);
Enhanced RoBERTa Neu = 0.0325 (contribution: 0.0757)","Meta Has Intensifier = 1.0 (contribution: -0.1264);
Enhanced NB Neg = 0.092 (contribution: -0.0774);
Enhanced SVM Neu = 0.4626 (contribution: -0.0549);
Meta Has Negator = 0.0 (contribution: -0.0525);
Enhanced NB Pos = 0.648 (contribution: -0.0287)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Meta Intensifier Count, Enhanced VADER Pos, Enhanced RoBERTa Neu. The main opposing signal was Meta Has Intensifier."
86,correct,Cute but not look good on me and little small,neu,neu,0.5002,0.2299,SVM,"Enhanced SVM Neu = 0.7194 (contribution: 0.1984);
Enhanced NB Neu = 0.7231 (contribution: 0.117);
Meta Has Contrast = 1.0 (contribution: 0.091);
Meta Pos Phrase Count = 0.0 (contribution: 0.0789);
Meta Intensifier Count = 0.0 (contribution: 0.0737)","Enhanced VADER Compound = -0.2753 (contribution: -0.1189);
Meta Has Intensifier = 0.0 (contribution: -0.0742);
Meta Has Pos Phrase = 0.0 (contribution: -0.0692);
Meta Has Neg Phrase = 0.0 (contribution: -0.055);
Enhanced RoBERTa Neg = 0.6748 (contribution: -0.0315)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from SVM. The top supporting features were Enhanced SVM Neu, Enhanced NB Neu, Meta Has Contrast, Meta Pos Phrase Count, Meta Intensifier Count. The main opposing signal was Enhanced VADER Compound."
87,correct,"I think I expected too much from this book and was therefore disappointed with it. It was an interesting account of Griffin's follies, but it wasn't as eerie as I had thought it would be. If you're into sci-fi you should read it, otherwise...well, it's up to you.",neu,neu,0.4293,0.0086,Polarity Shift Features,"Meta Has Contrast = 1.0 (contribution: 0.091);
Meta Pos Phrase Count = 0.0 (contribution: 0.0789);
Meta Intensifier Count = 0.0 (contribution: 0.0737);
Enhanced RoBERTa Neu = 0.3728 (contribution: 0.0646);
Enhanced RoBERTa Pos = 0.0323 (contribution: 0.0571)","Meta Has Intensifier = 0.0 (contribution: -0.0742);
Meta Has Pos Phrase = 0.0 (contribution: -0.0692);
Meta Has Neg Phrase = 0.0 (contribution: -0.055);
Enhanced RoBERTa Neg = 0.5949 (contribution: -0.0237);
Enhanced NB Neg = 0.3897 (contribution: -0.0163)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from Polarity Shift Features. The top supporting features were Meta Has Contrast, Meta Pos Phrase Count, Meta Intensifier Count, Enhanced RoBERTa Neu, Enhanced RoBERTa Pos. The main opposing signal was Meta Has Intensifier."
89,correct,"Poor quality. Material is cheap, itchy, rough, and has a odor that didn't go away with washing.",neg,neg,0.6499,0.5529,RoBERTa,"Enhanced RoBERTa Neg = 0.8981 (contribution: 0.4877);
Meta Neg Phrase Count = 1.0 (contribution: 0.2564);
Enhanced RoBERTa Pos = 0.0081 (contribution: 0.2282);
Enhanced VADER Compound = -0.6705 (contribution: 0.1844);
Enhanced RoBERTa Neu = 0.0939 (contribution: 0.1065)","Meta Has Neg Phrase = 1.0 (contribution: -0.3287);
Meta Has Negator = 1.0 (contribution: -0.0851);
Meta Pos Phrase Count = 0.0 (contribution: -0.0507);
Enhanced VADER Neg = 0.297 (contribution: -0.0318);
Enhanced NB Neu = 0.4855 (contribution: -0.0197)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Meta Neg Phrase Count, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced RoBERTa Neu. The main opposing signal was Meta Has Neg Phrase."
90,correct,"I bought this book wanting to learn how to make a journal. This book did not show the basics. It was a waste of money, the author seemed more interested in presenting cute ideas and making pretty pictures than teaching basics.",neg,neg,0.5931,0.3767,RoBERTa,"Enhanced RoBERTa Neg = 0.8722 (contribution: 0.4647);
Meta Neg Phrase Count = 1.0 (contribution: 0.2564);
Enhanced RoBERTa Pos = 0.0125 (contribution: 0.2252);
Enhanced RoBERTa Neu = 0.1153 (contribution: 0.0958);
Meta Has Pos Phrase = 0.0 (contribution: 0.0578)","Meta Has Neg Phrase = 1.0 (contribution: -0.3287);
Meta Has Negator = 1.0 (contribution: -0.0851);
Enhanced VADER Compound = 0.6115 (contribution: -0.0643);
Meta Pos Phrase Count = 0.0 (contribution: -0.0507);
Meta Intensifier Count = 0.0 (contribution: -0.0151)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Meta Neg Phrase Count, Enhanced RoBERTa Pos, Enhanced RoBERTa Neu, Meta Has Pos Phrase. The main opposing signal was Meta Has Neg Phrase."
93,correct,"It isn't chocolate like the one on the pic, i feel misled 👎",neg,neg,0.5258,0.2046,RoBERTa,"Enhanced RoBERTa Neg = 0.597 (contribution: 0.2195);
Enhanced RoBERTa Pos = 0.0244 (contribution: 0.2171);
Enhanced VADER Compound = -0.2755 (contribution: 0.1078);
Meta Has Pos Phrase = 0.0 (contribution: 0.0578);
Meta Has Neg Phrase = 0.0 (contribution: 0.0386)","Meta Has Negator = 1.0 (contribution: -0.0851);
Meta Pos Phrase Count = 0.0 (contribution: -0.0507);
Enhanced RoBERTa Neu = 0.3786 (contribution: -0.0359);
Meta Neg Phrase Count = 0.0 (contribution: -0.0339);
Meta Intensifier Count = 0.0 (contribution: -0.0151)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Meta Has Pos Phrase, Meta Has Neg Phrase. The main opposing signal was Meta Has Negator."
95,correct,They're ok. They fall out easily even though I ordered my correct size of 00 gauge. And the picture on here looks better then the gems in person just so you know.,neu,neu,0.4086,-0.0844,RoBERTa,"Enhanced RoBERTa Neu = 0.492 (contribution: 0.1813);
Enhanced VADER Compound = 0.7579 (contribution: 0.1023);
Meta Has Contrast = 1.0 (contribution: 0.091);
Meta Pos Phrase Count = 0.0 (contribution: 0.0789);
Meta Intensifier Count = 0.0 (contribution: 0.0737)","Meta Has Intensifier = 0.0 (contribution: -0.0742);
Meta Has Pos Phrase = 0.0 (contribution: -0.0692);
Meta Has Negator = 0.0 (contribution: -0.064);
Enhanced NB Neg = 0.5182 (contribution: -0.0597);
Meta Has Neg Phrase = 0.0 (contribution: -0.055)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced VADER Compound, Meta Has Contrast, Meta Pos Phrase Count, Meta Intensifier Count. The main opposing signal was Meta Has Intensifier."
96,correct,"Easy to use, serves its purpose well",pos,pos,0.6741,0.6072,RoBERTa,"Enhanced RoBERTa Pos = 0.8889 (contribution: 0.4674);
Enhanced RoBERTa Neg = 0.0081 (contribution: 0.2889);
Enhanced VADER Pos = 0.5 (contribution: 0.083);
Meta Has Intensifier = 0.0 (contribution: 0.0671);
Meta Has Contrast = 0.0 (contribution: 0.0636)","Meta Intensifier Count = 0.0 (contribution: -0.0648);
Enhanced NB Neg = 0.1654 (contribution: -0.0546);
Meta Has Negator = 0.0 (contribution: -0.0525);
Enhanced NB Pos = 0.5585 (contribution: -0.0212);
Enhanced VADER Compound = 0.6124 (contribution: -0.0115)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced VADER Pos, Meta Has Intensifier, Meta Has Contrast. The main opposing signal was Meta Intensifier Count."
98,correct,"Jean Jules Jusserand (1855 - 1932) was a diplomat, and an author. He was the French ambassador to the United States from 1902 to 1925, and during that time he wrote and published ""With Americans of Past and Present Days"" (1916) which was the winner of the first Pulitzer Prize in History in 1917. The work was a look at the relations between the United States and France up to that point in time. Just a couple years later, in the midst of World War I, Jusserand published a new edition of his work re-titled ""Brothers In Arms"", with a new preface, and he replaced his address about Horace Howard Furness with a piece entitled ""On Lafayette's Birthday and the Anniversary of the Marne"".""With Americans of Past and Present Days"" was an unusual work in several ways. Instead of providing a standard complete history of the relationship between the two countries, it is a collection of four essays followed by a piece about speeches given when commemorating the two hundredth anniversary of the Birth of Franklin, and then two addresses, and ""Brothers In Arms"" replaces one speech with another, and in both cases the majority of the text deals with the period around the birth of the United States.The first, and longest, essay is titled ""Rochambeau and the French in America"", and covers the relationship between Rochambeau and Washington, as well as the attitudes of the French towards the Americans, and the English, and their motives for helping the United States achieve its independence. It also covers to some extent the biography of Rochambeau after the revolution was over.The second essay is titled ""Major L'Enfant and the Federal City"" and it covers the creation of Washington D.C. and the significant contribution of Major Pierre Charles L'Enfant. Interestingly enough, though not all of the Major's ideas were implemented initially and the Major was dismissed before the work was completed, he was vindicated when the Park Commission and the Senate committee issued reports on the city in 1902, they wrote ""The original plan of the city of Washington having stood the test of a century, has met universal approval. The departures from that plan are to be regretted, and wherever possible, remedied.""The third essay is titled ""Washington and the French"", and covers how Washington's perception of our French allies changed from some initial suspicion, to one of respect, and lasting friendships with the French officers who served under him. Washington never had a chance to visit France, but his record of correspondence is quite clear. One of the most interesting areas was where Washington wrote about the revolution in France:""The Revolution which has been effected in France is of so wonderful a nature that the mind can hardly realize the fact...but I fear, though it has gone triumphantly through the first paroxysm, it is not the last it has to encounter before matters are finally settled. In a word, the revolution is of too great a magnitude to be effected in so short a space, and with the loss of so little blood.""Washington was amazingly prescient in his statement, as indeed the initial relatively peaceful revolution would soon turn to a period of terror.The next essay is simply titled ""Abraham Lincoln"", and it covers the attitudes of the French towards the great man. Just as the French took the cause of liberty to heart during our revolution, they greatly admired Lincoln for his stance against slavery. Jusserand's discussion of the reaction of the French to Lincoln's death really puts into perspective how much they thought of him.Next is a short piece titled ""The Franklin Medal"" and it discusses the minting of a special commemorative medal on the second centennial of the birth of Benjamin Franklin as a gift to be given to France. The French, of course, were enamored with Franklin and Franklin likewise was a strong supporter of the French. With the earthquake destroying San Francisco at around the same time, the French in return minted a special medal depicting a city rising from the ruins which was given to the mayor in 1909.The first of the two addresses in the revised edition is about Lafayette's Birthday and the Anniversary of the Marne. This is my least favorite section of either the original or the updated edition of the book. Unlike the other sections of the book, this one is more negative, and is really more an attack on Germany than anything else. There is a great deal of talk about France's position as well, but the thoughts about the United States are few and far between. It is understandable that a speech given near the end of a long and bloody conflict could be full of bitterness and hatred of the enemy, but that is all the more reason to not include it here. The new edition was published after the war, but clearly Jusserand had not forgiven the Germans or he would not have included it here. Ultimately it doesn't really fit, though the speech it replaces was also the weakest section of the original edition.Given the period in which this book was written, it should come as no surprise that the final address is about war, or perhaps it would be more accurate to say that it is about peace. Though Jusserand touches on the great conflict of the day, the address is much more about what he sees as the world moving away from wars and towards peace. Obviously, one could point out many ways in which his perception was way off, but in fact the nature of war has indeed changed quite a bit.In the first essay in this book, Jusserand describes how the French forbid their navy to interfere with Captain Cook's exploration in the time of the Revolutionary War. Can one ever imagine an enemy in this day and age doing such a thing? Another point which is driven home in the essay on Rochambeau is how important it was to be perceived as treating one's prisoners well, and once again that no longer appears to be of primary importance. So while Jusserand may not have been correct in seeing war becoming less significant, his perception that its nature had changed would seem to have been proved out by the two World Wars, as well as the conflicts during the Cold War.Overall this is an interesting work of history. It lacks the objectivity that so many look for in a historical text, as Jusserand is very much promoting the strength of the relationship between the two countries. Significant events, such as the Louisiana Purchase are barely mentioned at all, and large gaps exist between what he covers. His choice of subjects for his essays and addresses vary quite a bit as well. The first three essays are very strong pieces, followed by the weaker essay on Lincoln and then the two weakest pieces of the book. I gave the original edition four stars, rounding up, but in this case I am going with three stars because I feel it was weakened by the decision to include the piece on Lafayette and the anniversary of the Marne.",neu,neu,0.6812,0.6645,RoBERTa,"Meta Contrast Count = 11.0 (contribution: 0.5891);
Enhanced RoBERTa Neu = 0.7522 (contribution: 0.436);
Meta Has Diminisher = 1.0 (contribution: 0.1828);
Enhanced VADER Compound = 0.9585 (contribution: 0.1453);
Meta Has Intensifier = 1.0 (contribution: 0.1399)","Meta Intensifier Count = 5.0 (contribution: -0.6006);
Meta Negator Count = 10.0 (contribution: -0.2491);
Meta Has Pos Phrase = 0.0 (contribution: -0.0692);
Meta Has Neg Phrase = 0.0 (contribution: -0.055);
Enhanced NB Pos = 0.2766 (contribution: -0.002)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Meta Contrast Count, Enhanced RoBERTa Neu, Meta Has Diminisher, Enhanced VADER Compound, Meta Has Intensifier. The main opposing signal was Meta Intensifier Count."
99,correct,"These sit on your ears (they do not ""cup"" the ears) but are very comfortable. They are not very loud which concerns me.",neu,neu,0.4373,-0.0063,RoBERTa,"Enhanced RoBERTa Neu = 0.5873 (contribution: 0.2746);
Meta Has Intensifier = 1.0 (contribution: 0.1399);
Enhanced VADER Compound = 0.7086 (contribution: 0.0918);
Meta Has Contrast = 1.0 (contribution: 0.091);
Meta Pos Phrase Count = 0.0 (contribution: 0.0789)","Meta Intensifier Count = 2.0 (contribution: -0.196);
Meta Has Pos Phrase = 0.0 (contribution: -0.0692);
Enhanced SVM Neu = 0.2457 (contribution: -0.057);
Meta Has Neg Phrase = 0.0 (contribution: -0.055);
Enhanced NB Neg = 0.4825 (contribution: -0.0476)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Has Intensifier, Enhanced VADER Compound, Meta Has Contrast, Meta Pos Phrase Count. The main opposing signal was Meta Intensifier Count."
101,correct,Fahrenheit 451 was a disappointing book for a reader who is not an avid science fiction lover. This book is very difficult to read. The correctors a sometimes very confusing to understand. The setting is also very hard to have a visual picture. Although the plot is very good the way that it is described is hard to understand. I think if you are a science fiction lover that you would like this book. But if you sometimes like to read science fiction you will not like this because you have to be a huge science fiction lover to like this. I also think you need to be above the 6th grade or a very advanced reader.,neg,neg,0.4019,-0.1349,RoBERTa,"Enhanced RoBERTa Pos = 0.0489 (contribution: 0.2004);
Enhanced RoBERTa Neg = 0.5469 (contribution: 0.175);
Meta Intensifier Count = 5.0 (contribution: 0.1231);
Meta Has Pos Phrase = 0.0 (contribution: 0.0578);
Meta Has Neg Phrase = 0.0 (contribution: 0.0386)","Enhanced VADER Compound = 0.9711 (contribution: -0.134);
Meta Has Negator = 1.0 (contribution: -0.0851);
Meta Pos Phrase Count = 0.0 (contribution: -0.0507);
Enhanced RoBERTa Neu = 0.4042 (contribution: -0.0487);
Meta Neg Phrase Count = 0.0 (contribution: -0.0339)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Meta Intensifier Count, Meta Has Pos Phrase, Meta Has Neg Phrase. The main opposing signal was Enhanced VADER Compound."
102,correct,"This book is one of the worst I have ever started to read (""started"" because I couldn't finish it). At first glance, the plot sounds interesting; but upon actually reading the text, it is lost in a miasma of cardboard characters and uninteresting subplots. The author goes on at great length about a wholly unbelievable technology (which allows one person to experience another's experiences), much to the detriment of the story. On top of this poor organization, the writing itself is amateurish -- not at all helped by being entirely in present tense, as if the author is hoping to distract the reader from the weak plot and characters. There have been very few books which I've started and been unwilling to finish, but this is one of them.",neg,neg,0.6588,0.594,RoBERTa,"Enhanced RoBERTa Neg = 0.8894 (contribution: 0.48);
Enhanced RoBERTa Pos = 0.0084 (contribution: 0.228);
Enhanced VADER Compound = -0.6364 (contribution: 0.1778);
Enhanced RoBERTa Neu = 0.1021 (contribution: 0.1024);
Meta Has Pos Phrase = 0.0 (contribution: 0.0578)","Meta Has Negator = 1.0 (contribution: -0.0851);
Meta Pos Phrase Count = 0.0 (contribution: -0.0507);
Meta Neg Phrase Count = 0.0 (contribution: -0.0339);
Meta Contrast Count = 2.0 (contribution: -0.0282);
Meta Has Intensifier = 1.0 (contribution: -0.0245)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced RoBERTa Neu, Meta Has Pos Phrase. The main opposing signal was Meta Has Negator."
103,correct,I read this book years ago. It had a great plot but it got a bit silly in parts. Read it if you don't have anything better on hand. It was okay.,neu,neu,0.4516,0.019,RoBERTa,"Enhanced RoBERTa Neu = 0.5291 (contribution: 0.2176);
Enhanced VADER Compound = 0.7384 (contribution: 0.0981);
Meta Has Contrast = 1.0 (contribution: 0.091);
Meta Pos Phrase Count = 0.0 (contribution: 0.0789);
Meta Intensifier Count = 0.0 (contribution: 0.0737)","Meta Has Intensifier = 0.0 (contribution: -0.0742);
Meta Has Pos Phrase = 0.0 (contribution: -0.0692);
Enhanced SVM Neu = 0.2374 (contribution: -0.0615);
Meta Has Neg Phrase = 0.0 (contribution: -0.055);
Enhanced NB Neg = 0.4825 (contribution: -0.0476)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced VADER Compound, Meta Has Contrast, Meta Pos Phrase Count, Meta Intensifier Count. The main opposing signal was Meta Has Intensifier."
106,correct,These hats would have been much warmer with a inner liner of fleece. Otherwise these are good.,pos,pos,0.4715,0.0736,RoBERTa,"Enhanced RoBERTa Neg = 0.0651 (contribution: 0.2408);
Enhanced RoBERTa Pos = 0.5037 (contribution: 0.1377);
Meta Has Intensifier = 0.0 (contribution: 0.0671);
Meta Has Contrast = 0.0 (contribution: 0.0636);
Meta Contrast Count = 0.0 (contribution: 0.0344)","Meta Intensifier Count = 0.0 (contribution: -0.0648);
Meta Has Negator = 0.0 (contribution: -0.0525);
Enhanced RoBERTa Neu = 0.4312 (contribution: -0.0343);
Enhanced NB Neg = 0.2662 (contribution: -0.0233);
Enhanced VADER Compound = 0.6249 (contribution: -0.012)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Meta Has Intensifier, Meta Has Contrast, Meta Contrast Count. The main opposing signal was Meta Intensifier Count."
108,correct,"Wow. I expected better. Is it Cornwell or his wife that just doesn't get us to that place we have come to expect from Cornwell. Trite might be a description. Forgetable is probably what I am going to be left with on this one.The period is one of my favorites, it is the dawn of the regency era, when the terror is taking over France. Great we have seen this in before in such works as Dickens, A Tale of Two Cities, and in the Scarlett Pimpernel.With those classic examples, Cornwell should know that he has do as well as they, or better. He doesn't. We have a little princess of a heroine whose backbone is forced upon us. We have a transparent villian, and we have a hero who really shines as hero only through the mist colored eyes of a romance novel. So what is a novel from one of the premier historical novelists is rally a romance with a thin veneer of historical laced on it.Better has been done elsewhere. Can be skipped.",neu,neu,0.5157,0.1916,RoBERTa,"Meta Has Neg Phrase = 1.0 (contribution: 0.4689);
Enhanced RoBERTa Neu = 0.5725 (contribution: 0.2601);
Enhanced VADER Compound = 0.983 (contribution: 0.1505);
Meta Has Intensifier = 1.0 (contribution: 0.1399);
Meta Pos Phrase Count = 0.0 (contribution: 0.0789)","Meta Neg Phrase Count = 1.0 (contribution: -0.3851);
Meta Has Contrast = 0.0 (contribution: -0.0765);
Meta Has Pos Phrase = 0.0 (contribution: -0.0692);
Meta Intensifier Count = 1.0 (contribution: -0.0611);
Meta Contrast Count = 0.0 (contribution: -0.0442)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Meta Has Neg Phrase, Enhanced RoBERTa Neu, Enhanced VADER Compound, Meta Has Intensifier, Meta Pos Phrase Count. The main opposing signal was Meta Neg Phrase Count."
110,correct,Was nice and appropriate for a costume party. I got with the purple lining - matched my costume and highlights.,pos,pos,0.6761,0.6103,RoBERTa,"Enhanced RoBERTa Pos = 0.9024 (contribution: 0.479);
Enhanced RoBERTa Neg = 0.0038 (contribution: 0.2926);
Meta Has Intensifier = 0.0 (contribution: 0.0671);
Meta Has Contrast = 0.0 (contribution: 0.0636);
Enhanced SVM Pos = 0.4613 (contribution: 0.0598)","Meta Intensifier Count = 0.0 (contribution: -0.0648);
Meta Has Negator = 0.0 (contribution: -0.0525);
Enhanced NB Neg = 0.2655 (contribution: -0.0235);
Enhanced VADER Compound = 0.6705 (contribution: -0.0135);
Enhanced NB Pos = 0.4499 (contribution: -0.012)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Meta Has Intensifier, Meta Has Contrast, Enhanced SVM Pos. The main opposing signal was Meta Intensifier Count."
