row_index,prediction_result,review_text,true_sentiment,predicted_sentiment,prediction_confidence,prediction_decision_score,strongest_feature_group,top_supporting_features,top_opposing_features,explanation
82,correct,"Not as good as they seem, but acceptable.",neu,neu,0.5691,0.3138,RoBERTa,"Base RoBERTa Neu = 0.6549 (contribution: 0.3746);
Base NB Neu = 0.5064 (contribution: 0.0663);
Base SVM Neu = 0.4201 (contribution: 0.046);
Base VADER Neg = 0.16 (contribution: 0.0457);
Base NB Pos = 0.215 (contribution: 0.0419)","Base VADER Pos = 0.277 (contribution: -0.0186);
Base NB Neg = 0.2786 (contribution: -0.0047);
Base VADER Compound = 0.3065 (contribution: -0.0025);
Base VADER Neu = 0.563 (contribution: -0.0006)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base NB Neu, Base SVM Neu, Base VADER Neg, Base NB Pos. The main opposing signal was Base VADER Pos."
84,correct,Very good!!!! very good I love it. it works as good as i expected. impressive. I will come back again,pos,pos,0.7439,0.8411,RoBERTa,"Base RoBERTa Pos = 0.978 (contribution: 0.5544);
Base RoBERTa Neg = 0.0048 (contribution: 0.2871);
Base RoBERTa Neu = 0.0172 (contribution: 0.1378);
Base SVM Pos = 0.4471 (contribution: 0.1021);
Base NB Pos = 0.5998 (contribution: 0.097)","Base VADER Compound = 0.9506 (contribution: -0.0474);
Base SVM Neu = 0.4018 (contribution: -0.0331);
Base VADER Neu = 0.45 (contribution: -0.0165)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base RoBERTa Neu, Base SVM Pos, Base NB Pos. The main opposing signal was Base VADER Compound."
87,correct,"I think I expected too much from this book and was therefore disappointed with it. It was an interesting account of Griffin's follies, but it wasn't as eerie as I had thought it would be. If you're into sci-fi you should read it, otherwise...well, it's up to you.",neu,neu,0.4309,0.0121,RoBERTa,"Base RoBERTa Neu = 0.3827 (contribution: 0.0789);
Base RoBERTa Pos = 0.0327 (contribution: 0.0667);
Base NB Neu = 0.4994 (contribution: 0.0632);
Base SVM Neu = 0.4289 (contribution: 0.052);
Base NB Pos = 0.1942 (contribution: 0.0514)","Base RoBERTa Neg = 0.5846 (contribution: -0.0246);
Base VADER Neg = 0.042 (contribution: -0.0104);
Base SVM Neg = 0.3493 (contribution: -0.0031);
Base NB Neg = 0.3065 (contribution: -0.0026)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base RoBERTa Pos, Base NB Neu, Base SVM Neu, Base NB Pos. The main opposing signal was Base RoBERTa Neg."
88,correct,Work for our PS4 but are fragile.,neg,neg,0.4028,-0.1097,RoBERTa,"Base RoBERTa Pos = 0.0733 (contribution: 0.1759);
Base VADER Compound = 0.0 (contribution: 0.069);
Base NB Neu = 0.2425 (contribution: 0.045);
Base NB Pos = 0.5239 (contribution: 0.0422);
Base RoBERTa Neg = 0.3863 (contribution: 0.0339)","Base RoBERTa Neu = 0.5404 (contribution: -0.1075);
Base VADER Pos = 0.0 (contribution: -0.0172);
Base NB Neg = 0.2337 (contribution: -0.0135);
Base VADER Neu = 1.0 (contribution: -0.0092);
Base SVM Pos = 0.326 (contribution: -0.005)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base VADER Compound, Base NB Neu, Base NB Pos, Base RoBERTa Neg. The main opposing signal was Base RoBERTa Neu."
89,correct,"Poor quality. Material is cheap, itchy, rough, and has a odor that didn't go away with washing.",neg,neg,0.6749,0.6044,RoBERTa,"Base RoBERTa Neg = 0.9 (contribution: 0.4925);
Base RoBERTa Pos = 0.0088 (contribution: 0.2182);
Base VADER Compound = -0.6369 (contribution: 0.2082);
Base RoBERTa Neu = 0.0912 (contribution: 0.1022);
Base SVM Pos = 0.2699 (contribution: 0.0209)","Base NB Neu = 0.4712 (contribution: -0.0471);
Base VADER Neg = 0.271 (contribution: -0.0361);
Base NB Pos = 0.2065 (contribution: -0.0193);
Base VADER Pos = 0.0 (contribution: -0.0172);
Base NB Neg = 0.3223 (contribution: -0.0022)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base RoBERTa Neu, Base SVM Pos. The main opposing signal was Base NB Neu."
90,correct,"I bought this book wanting to learn how to make a journal. This book did not show the basics. It was a waste of money, the author seemed more interested in presenting cute ideas and making pretty pictures than teaching basics.",neg,neg,0.5855,0.3775,RoBERTa,"Base RoBERTa Neg = 0.8304 (contribution: 0.4302);
Base RoBERTa Pos = 0.0175 (contribution: 0.2125);
Base RoBERTa Neu = 0.1521 (contribution: 0.0737);
Base NB Neu = 0.227 (contribution: 0.0512);
Base NB Neg = 0.6121 (contribution: 0.0348)","Base VADER Compound = 0.7501 (contribution: -0.095);
Base NB Pos = 0.1609 (contribution: -0.0282)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base RoBERTa Neu, Base NB Neu, Base NB Neg. The main opposing signal was Base VADER Compound."
92,correct,I was loving this bag. It provides a place for everything so you can put everything in its place. it's deceptively roomy as well. The problem is a already have a hole in one of the compartments. bummer. It would be a five star review otherwise.,neu,neu,0.4125,-0.1105,RoBERTa,"Base RoBERTa Neu = 0.4484 (contribution: 0.1503);
Base NB Pos = 0.207 (contribution: 0.0455);
Base RoBERTa Pos = 0.2356 (contribution: 0.0229);
Base VADER Neg = 0.11 (contribution: 0.0219);
Base NB Neg = 0.4369 (contribution: 0.0075)","Base VADER Compound = 0.1779 (contribution: -0.0373);
Base SVM Neu = 0.3179 (contribution: -0.0227);
Base SVM Pos = 0.3407 (contribution: -0.0056);
Base SVM Neg = 0.3414 (contribution: -0.0015);
Base VADER Neu = 0.766 (contribution: -0.0)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base NB Pos, Base RoBERTa Pos, Base VADER Neg, Base NB Neg. The main opposing signal was Base VADER Compound."
93,correct,"It isn't chocolate like the one on the pic, i feel misled 👎",neg,neg,0.522,0.1977,RoBERTa,"Base RoBERTa Neg = 0.6077 (contribution: 0.2314);
Base RoBERTa Pos = 0.0226 (contribution: 0.2091);
Base VADER Compound = -0.2755 (contribution: 0.1292);
Base SVM Neg = 0.3677 (contribution: 0.0122);
Base NB Pos = 0.3558 (contribution: 0.0096)","Base RoBERTa Neu = 0.3697 (contribution: -0.0278);
Base VADER Neg = 0.174 (contribution: -0.0192);
Base VADER Pos = 0.0 (contribution: -0.0172);
Base SVM Pos = 0.3317 (contribution: -0.0077);
Base NB Neg = 0.3085 (contribution: -0.004)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base SVM Neg, Base NB Pos. The main opposing signal was Base RoBERTa Neu."
95,correct,They're ok. They fall out easily even though I ordered my correct size of 00 gauge. And the picture on here looks better then the gems in person just so you know.,neu,neu,0.4652,0.0822,RoBERTa,"Base RoBERTa Neu = 0.4785 (contribution: 0.183);
Base VADER Compound = 0.7579 (contribution: 0.1195);
Base NB Neu = 0.5689 (contribution: 0.0935);
Base NB Pos = 0.2015 (contribution: 0.0481);
Base RoBERTa Neg = 0.0801 (contribution: 0.0279)","Base VADER Neg = 0.0 (contribution: -0.0304);
Base RoBERTa Pos = 0.4414 (contribution: -0.0216);
Base SVM Neu = 0.3295 (contribution: -0.0149);
Base NB Neg = 0.2296 (contribution: -0.0085);
Base VADER Pos = 0.211 (contribution: -0.0074)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base VADER Compound, Base NB Neu, Base NB Pos, Base RoBERTa Neg. The main opposing signal was Base VADER Neg."
96,correct,"Easy to use, serves its purpose well",pos,pos,0.6889,0.6594,RoBERTa,"Base RoBERTa Pos = 0.8981 (contribution: 0.4848);
Base RoBERTa Neg = 0.0078 (contribution: 0.2846);
Base RoBERTa Neu = 0.0941 (contribution: 0.1016);
Base NB Pos = 0.5609 (contribution: 0.0841);
Base VADER Pos = 0.5 (contribution: 0.0413)","Base VADER Compound = 0.6124 (contribution: -0.0221);
Base VADER Neu = 0.5 (contribution: -0.0139);
Base SVM Neg = 0.339 (contribution: -0.0009)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base RoBERTa Neu, Base NB Pos, Base VADER Pos. The main opposing signal was Base VADER Compound."
97,correct,"chain isn't the best ""fake"" quality but the charm is cute and unique. I just put it on another one of my chains.",pos,pos,0.4578,0.0501,RoBERTa,"Base RoBERTa Neg = 0.0407 (contribution: 0.2571);
Base RoBERTa Pos = 0.5157 (contribution: 0.1517);
Base NB Pos = 0.5477 (contribution: 0.0798);
Base NB Neg = 0.1929 (contribution: 0.0378);
Base VADER Pos = 0.263 (contribution: 0.0118)","Base RoBERTa Neu = 0.4436 (contribution: -0.0628);
Base VADER Compound = 0.7481 (contribution: -0.0323);
Base VADER Neg = 0.076 (contribution: -0.0061);
Base VADER Neu = 0.661 (contribution: -0.0056)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base NB Pos, Base NB Neg, Base VADER Pos. The main opposing signal was Base RoBERTa Neu."
98,correct,"Jean Jules Jusserand (1855 - 1932) was a diplomat, and an author. He was the French ambassador to the United States from 1902 to 1925, and during that time he wrote and published ""With Americans of Past and Present Days"" (1916) which was the winner of the first Pulitzer Prize in History in 1917. The work was a look at the relations between the United States and France up to that point in time. Just a couple years later, in the midst of World War I, Jusserand published a new edition of his work re-titled ""Brothers In Arms"", with a new preface, and he replaced his address about Horace Howard Furness with a piece entitled ""On Lafayette's Birthday and the Anniversary of the Marne"".""With Americans of Past and Present Days"" was an unusual work in several ways. Instead of providing a standard complete history of the relationship between the two countries, it is a collection of four essays followed by a piece about speeches given when commemorating the two hundredth anniversary of the Birth of Franklin, and then two addresses, and ""Brothers In Arms"" replaces one speech with another, and in both cases the majority of the text deals with the period around the birth of the United States.The first, and longest, essay is titled ""Rochambeau and the French in America"", and covers the relationship between Rochambeau and Washington, as well as the attitudes of the French towards the Americans, and the English, and their motives for helping the United States achieve its independence. It also covers to some extent the biography of Rochambeau after the revolution was over.The second essay is titled ""Major L'Enfant and the Federal City"" and it covers the creation of Washington D.C. and the significant contribution of Major Pierre Charles L'Enfant. Interestingly enough, though not all of the Major's ideas were implemented initially and the Major was dismissed before the work was completed, he was vindicated when the Park Commission and the Senate committee issued reports on the city in 1902, they wrote ""The original plan of the city of Washington having stood the test of a century, has met universal approval. The departures from that plan are to be regretted, and wherever possible, remedied.""The third essay is titled ""Washington and the French"", and covers how Washington's perception of our French allies changed from some initial suspicion, to one of respect, and lasting friendships with the French officers who served under him. Washington never had a chance to visit France, but his record of correspondence is quite clear. One of the most interesting areas was where Washington wrote about the revolution in France:""The Revolution which has been effected in France is of so wonderful a nature that the mind can hardly realize the fact...but I fear, though it has gone triumphantly through the first paroxysm, it is not the last it has to encounter before matters are finally settled. In a word, the revolution is of too great a magnitude to be effected in so short a space, and with the loss of so little blood.""Washington was amazingly prescient in his statement, as indeed the initial relatively peaceful revolution would soon turn to a period of terror.The next essay is simply titled ""Abraham Lincoln"", and it covers the attitudes of the French towards the great man. Just as the French took the cause of liberty to heart during our revolution, they greatly admired Lincoln for his stance against slavery. Jusserand's discussion of the reaction of the French to Lincoln's death really puts into perspective how much they thought of him.Next is a short piece titled ""The Franklin Medal"" and it discusses the minting of a special commemorative medal on the second centennial of the birth of Benjamin Franklin as a gift to be given to France. The French, of course, were enamored with Franklin and Franklin likewise was a strong supporter of the French. With the earthquake destroying San Francisco at around the same time, the French in return minted a special medal depicting a city rising from the ruins which was given to the mayor in 1909.The first of the two addresses in the revised edition is about Lafayette's Birthday and the Anniversary of the Marne. This is my least favorite section of either the original or the updated edition of the book. Unlike the other sections of the book, this one is more negative, and is really more an attack on Germany than anything else. There is a great deal of talk about France's position as well, but the thoughts about the United States are few and far between. It is understandable that a speech given near the end of a long and bloody conflict could be full of bitterness and hatred of the enemy, but that is all the more reason to not include it here. The new edition was published after the war, but clearly Jusserand had not forgiven the Germans or he would not have included it here. Ultimately it doesn't really fit, though the speech it replaces was also the weakest section of the original edition.Given the period in which this book was written, it should come as no surprise that the final address is about war, or perhaps it would be more accurate to say that it is about peace. Though Jusserand touches on the great conflict of the day, the address is much more about what he sees as the world moving away from wars and towards peace. Obviously, one could point out many ways in which his perception was way off, but in fact the nature of war has indeed changed quite a bit.In the first essay in this book, Jusserand describes how the French forbid their navy to interfere with Captain Cook's exploration in the time of the Revolutionary War. Can one ever imagine an enemy in this day and age doing such a thing? Another point which is driven home in the essay on Rochambeau is how important it was to be perceived as treating one's prisoners well, and once again that no longer appears to be of primary importance. So while Jusserand may not have been correct in seeing war becoming less significant, his perception that its nature had changed would seem to have been proved out by the two World Wars, as well as the conflicts during the Cold War.Overall this is an interesting work of history. It lacks the objectivity that so many look for in a historical text, as Jusserand is very much promoting the strength of the relationship between the two countries. Significant events, such as the Louisiana Purchase are barely mentioned at all, and large gaps exist between what he covers. His choice of subjects for his essays and addresses vary quite a bit as well. The first three essays are very strong pieces, followed by the weaker essay on Lincoln and then the two weakest pieces of the book. I gave the original edition four stars, rounding up, but in this case I am going with three stars because I feel it was weakened by the decision to include the piece on Lafayette and the anniversary of the Marne.",neu,neu,0.7094,0.7245,RoBERTa,"Base RoBERTa Neu = 0.748 (contribution: 0.4758);
Base VADER Compound = 0.9603 (contribution: 0.1742);
Base SVM Neu = 0.5228 (contribution: 0.1151);
Base NB Neu = 0.5847 (contribution: 0.1004);
Base NB Pos = 0.1981 (contribution: 0.0496)","Base NB Neg = 0.2172 (contribution: -0.0095);
Base VADER Neu = 0.759 (contribution: -0.0)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base VADER Compound, Base SVM Neu, Base NB Neu, Base NB Pos. The main opposing signal was Base NB Neg."
99,correct,"These sit on your ears (they do not ""cup"" the ears) but are very comfortable. They are not very loud which concerns me.",neu,neu,0.4807,0.0911,RoBERTa,"Base RoBERTa Neu = 0.617 (contribution: 0.3334);
Base VADER Compound = 0.7086 (contribution: 0.1062);
Base RoBERTa Pos = 0.1323 (contribution: 0.0452);
Base NB Pos = 0.2728 (contribution: 0.0153);
Base NB Neg = 0.4791 (contribution: 0.0108)","Base NB Neu = 0.2481 (contribution: -0.0463);
Base SVM Neu = 0.2951 (contribution: -0.0381);
Base VADER Neg = 0.0 (contribution: -0.0304);
Base SVM Neg = 0.4225 (contribution: -0.0169);
Base VADER Pos = 0.182 (contribution: -0.0024)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base VADER Compound, Base RoBERTa Pos, Base NB Pos, Base NB Neg. The main opposing signal was Base NB Neu."
102,correct,"This book is one of the worst I have ever started to read (""started"" because I couldn't finish it). At first glance, the plot sounds interesting; but upon actually reading the text, it is lost in a miasma of cardboard characters and uninteresting subplots. The author goes on at great length about a wholly unbelievable technology (which allows one person to experience another's experiences), much to the detriment of the story. On top of this poor organization, the writing itself is amateurish -- not at all helped by being entirely in present tense, as if the author is hoping to distract the reader from the weak plot and characters. There have been very few books which I've started and been unwilling to finish, but this is one of them.",neg,neg,0.7404,0.8055,RoBERTa,"Base RoBERTa Neg = 0.894 (contribution: 0.4871);
Base RoBERTa Pos = 0.0077 (contribution: 0.2189);
Base VADER Compound = -0.6364 (contribution: 0.2081);
Base RoBERTa Neu = 0.0982 (contribution: 0.0989);
Base SVM Neg = 0.4825 (contribution: 0.0528)","Base NB Pos = 0.164 (contribution: -0.0276);
Base VADER Neg = 0.133 (contribution: -0.0121);
Base VADER Pos = 0.104 (contribution: -0.0066)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base RoBERTa Neu, Base SVM Neg. The main opposing signal was Base NB Pos."
103,correct,I read this book years ago. It had a great plot but it got a bit silly in parts. Read it if you don't have anything better on hand. It was okay.,neu,neu,0.4746,0.058,RoBERTa,"Base RoBERTa Neu = 0.5301 (contribution: 0.239);
Base VADER Compound = 0.7384 (contribution: 0.1143);
Base NB Pos = 0.2259 (contribution: 0.0369);
Base RoBERTa Pos = 0.2262 (contribution: 0.0249);
Base NB Neg = 0.5289 (contribution: 0.0147)","Base NB Neu = 0.2452 (contribution: -0.0475);
Base VADER Pos = 0.276 (contribution: -0.0185);
Base SVM Neu = 0.3264 (contribution: -0.017);
Base SVM Neg = 0.3483 (contribution: -0.0029);
Base SVM Pos = 0.3253 (contribution: -0.0022)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base VADER Compound, Base NB Pos, Base RoBERTa Pos, Base NB Neg. The main opposing signal was Base NB Neu."
106,correct,These hats would have been much warmer with a inner liner of fleece. Otherwise these are good.,pos,pos,0.4644,0.0606,RoBERTa,"Base RoBERTa Neg = 0.0699 (contribution: 0.2327);
Base RoBERTa Pos = 0.493 (contribution: 0.132);
Base NB Pos = 0.4882 (contribution: 0.0601);
Base VADER Neg = 0.0 (contribution: 0.0323);
Base SVM Neu = 0.3066 (contribution: 0.0298)","Base RoBERTa Neu = 0.4371 (contribution: -0.0598);
Base VADER Compound = 0.6249 (contribution: -0.0231);
Base SVM Neg = 0.3526 (contribution: -0.0032);
Base VADER Neu = 0.733 (contribution: -0.0018)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base NB Pos, Base VADER Neg, Base SVM Neu. The main opposing signal was Base RoBERTa Neu."
108,correct,"Wow. I expected better. Is it Cornwell or his wife that just doesn't get us to that place we have come to expect from Cornwell. Trite might be a description. Forgetable is probably what I am going to be left with on this one.The period is one of my favorites, it is the dawn of the regency era, when the terror is taking over France. Great we have seen this in before in such works as Dickens, A Tale of Two Cities, and in the Scarlett Pimpernel.With those classic examples, Cornwell should know that he has do as well as they, or better. He doesn't. We have a little princess of a heroine whose backbone is forced upon us. We have a transparent villian, and we have a hero who really shines as hero only through the mist colored eyes of a romance novel. So what is a novel from one of the premier historical novelists is rally a romance with a thin veneer of historical laced on it.Better has been done elsewhere. Can be skipped.",neu,neu,0.5182,0.1789,RoBERTa,"Base RoBERTa Neu = 0.5563 (contribution: 0.2675);
Base VADER Compound = 0.9859 (contribution: 0.1812);
Base RoBERTa Pos = 0.1887 (contribution: 0.033);
Base NB Neu = 0.42 (contribution: 0.0286);
Base SVM Pos = 0.2523 (contribution: 0.0137)","Base NB Pos = 0.3524 (contribution: -0.0212);
Base VADER Neg = 0.042 (contribution: -0.0104);
Base SVM Neg = 0.3873 (contribution: -0.0103);
Base NB Neg = 0.2276 (contribution: -0.0087);
Base VADER Pos = 0.208 (contribution: -0.0069)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base VADER Compound, Base RoBERTa Pos, Base NB Neu, Base SVM Pos. The main opposing signal was Base NB Pos."
109,correct,"Have read a good third of the book so far. Story is usually fine and moves right along, is humorous at times even--which is o.k.; the thing that bugs this reader is the fact the author seems to slow things down now and then whenever he attempts to cram his political views down the reader's throat. I don't mind messages in small doses, but to stop your narrative and get on a soap box and start preaching is just plain stupid and bothersome and does not work. Rocky is a good word to describe this tale. On the other hand, I loved Cottonpickers. Your money, your choice.",neu,neu,0.5124,0.1749,RoBERTa,"Base VADER Compound = 0.8074 (contribution: 0.1329);
Base RoBERTa Neu = 0.4249 (contribution: 0.1248);
Base NB Neu = 0.5768 (contribution: 0.097);
Base RoBERTa Pos = 0.1021 (contribution: 0.0517);
Base NB Pos = 0.1979 (contribution: 0.0497)","Base RoBERTa Neg = 0.473 (contribution: -0.013);
Base NB Neg = 0.2253 (contribution: -0.0089);
Base SVM Neg = 0.3681 (contribution: -0.0066);
Base VADER Neu = 0.762 (contribution: -0.0)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base VADER Compound, Base RoBERTa Neu, Base NB Neu, Base RoBERTa Pos, Base NB Pos. The main opposing signal was Base RoBERTa Neg."
110,correct,Was nice and appropriate for a costume party. I got with the purple lining - matched my costume and highlights.,pos,pos,0.6564,0.5565,RoBERTa,"Base RoBERTa Pos = 0.8997 (contribution: 0.4862);
Base RoBERTa Neg = 0.004 (contribution: 0.2878);
Base RoBERTa Neu = 0.0963 (contribution: 0.1006);
Base NB Pos = 0.4243 (contribution: 0.039);
Base VADER Neg = 0.0 (contribution: 0.0323)","Base VADER Compound = 0.6705 (contribution: -0.0265);
Base SVM Pos = 0.3063 (contribution: -0.0068);
Base SVM Neg = 0.3728 (contribution: -0.0065);
Base VADER Neu = 0.732 (contribution: -0.0019)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base RoBERTa Neu, Base NB Pos, Base VADER Neg. The main opposing signal was Base VADER Compound."
111,correct,"This first (outside) later I'd this shirt is made of sheer fabric. The second layer is only a half shirt, so it looks ridiculous. Why not make the first layer the length of a full shirt?",neg,neg,0.6382,0.5112,RoBERTa,"Base RoBERTa Neg = 0.7888 (contribution: 0.3932);
Base RoBERTa Pos = 0.0158 (contribution: 0.2136);
Base VADER Compound = -0.4144 (contribution: 0.1596);
Base SVM Neg = 0.4951 (contribution: 0.0573);
Base SVM Pos = 0.1935 (contribution: 0.0563)","Base NB Neu = 0.4769 (contribution: -0.0494);
Base NB Pos = 0.2019 (contribution: -0.0202);
Base VADER Pos = 0.0 (contribution: -0.0172);
Base VADER Neu = 0.923 (contribution: -0.0062);
Base NB Neg = 0.3212 (contribution: -0.0023)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base SVM Neg, Base SVM Pos. The main opposing signal was Base NB Neu."
113,correct,Too light and cheap feeling,neg,neg,0.6064,0.4154,RoBERTa,"Base RoBERTa Neg = 0.7824 (contribution: 0.3874);
Base RoBERTa Pos = 0.0179 (contribution: 0.2122);
Base RoBERTa Neu = 0.1997 (contribution: 0.0515);
Base VADER Compound = 0.128 (contribution: 0.041);
Base NB Neu = 0.3179 (contribution: 0.0146)","Base SVM Pos = 0.3196 (contribution: -0.0021);
Base NB Pos = 0.2966 (contribution: -0.0019)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base RoBERTa Neu, Base VADER Compound, Base NB Neu. The main opposing signal was Base SVM Pos."
114,correct,If a industrial cleaner never do a good job. what you expect from kiddy model,neg,neg,0.6102,0.4242,RoBERTa,"Base RoBERTa Neg = 0.7564 (contribution: 0.3642);
Base RoBERTa Pos = 0.0163 (contribution: 0.2133);
Base VADER Compound = -0.1793 (contribution: 0.1082);
Base NB Neu = 0.2364 (contribution: 0.0474);
Base RoBERTa Neu = 0.2273 (contribution: 0.0386)","Base VADER Neg = 0.159 (contribution: -0.0166);
Base SVM Pos = 0.3466 (contribution: -0.0146);
Base NB Pos = 0.2513 (contribution: -0.0107);
Base VADER Pos = 0.113 (contribution: -0.0056)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base NB Neu, Base RoBERTa Neu. The main opposing signal was Base VADER Neg."
115,correct,This outfit does not look like the picture they promote it to look like. I'm very disappointed.,neg,neg,0.7395,0.8121,RoBERTa,"Base RoBERTa Neg = 0.9321 (contribution: 0.5211);
Base RoBERTa Pos = 0.0069 (contribution: 0.2194);
Base VADER Compound = -0.614 (contribution: 0.2032);
Base RoBERTa Neu = 0.061 (contribution: 0.1163);
Base NB Neu = 0.2331 (contribution: 0.0487)","Base VADER Neg = 0.328 (contribution: -0.0461);
Base NB Pos = 0.1618 (contribution: -0.028);
Base VADER Pos = 0.112 (contribution: -0.0057);
Base SVM Neu = 0.3741 (contribution: -0.0029)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base RoBERTa Neu, Base NB Neu. The main opposing signal was Base VADER Neg."
117,correct,Best bookbag I ever had. Great price and great material.,pos,pos,0.7333,0.8061,RoBERTa,"Base RoBERTa Pos = 0.9641 (contribution: 0.5423);
Base RoBERTa Neg = 0.0045 (contribution: 0.2874);
Base RoBERTa Neu = 0.0314 (contribution: 0.1311);
Base SVM Pos = 0.4258 (contribution: 0.0856);
Base VADER Pos = 0.674 (contribution: 0.063)","Base VADER Compound = 0.9246 (contribution: -0.0454);
Base VADER Neu = 0.326 (contribution: -0.023)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base RoBERTa Neu, Base SVM Pos, Base VADER Pos. The main opposing signal was Base VADER Compound."
121,correct,material not as expected. very cheap looking and didnt look cute as on photo,neg,neg,0.5951,0.3978,RoBERTa,"Base RoBERTa Neg = 0.8313 (contribution: 0.431);
Base RoBERTa Pos = 0.0124 (contribution: 0.2158);
Base VADER Compound = -0.357 (contribution: 0.1471);
Base RoBERTa Neu = 0.1564 (contribution: 0.0718);
Base SVM Pos = 0.2566 (contribution: 0.0271)","Base NB Neu = 0.5668 (contribution: -0.0856);
Base NB Pos = 0.2056 (contribution: -0.0195);
Base VADER Pos = 0.0 (contribution: -0.0172);
Base VADER Neg = 0.16 (contribution: -0.0168);
Base NB Neg = 0.2276 (contribution: -0.0143)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base RoBERTa Neu, Base SVM Pos. The main opposing signal was Base NB Neu."
123,correct,Mr. Pullman is quite possibly the most gifted writer to ever walk the earth. His talent for words is incredibly. The finly woven characters in The Subtle Knife are exquisite. I believe that people will remember His Dark Materials as we remember Dickens or Twain. I know that some of you disagree with Mr. Pullmans religeos veiws in this book but he is doing what few writers have ever dared and you should appreciate it and not be so uptight.,pos,pos,0.5637,0.2848,RoBERTa,"Base RoBERTa Pos = 0.8001 (contribution: 0.3994);
Base RoBERTa Neg = 0.0181 (contribution: 0.276);
Base RoBERTa Neu = 0.1818 (contribution: 0.0603);
Base VADER Compound = -0.2262 (contribution: 0.0404);
Base SVM Pos = 0.3348 (contribution: 0.0152)","Base NB Neg = 0.5953 (contribution: -0.0658);
Base NB Pos = 0.1723 (contribution: -0.0442);
Base VADER Pos = 0.064 (contribution: -0.0129);
Base VADER Neg = 0.074 (contribution: -0.0051)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base RoBERTa Neu, Base VADER Compound, Base SVM Pos. The main opposing signal was Base NB Neg."
