Text,Sentiment
"When you are thinking about starting your own business, probably the last thing you need is this sort of fluffy advice to become ""mature"", wear a suit, and heavily network. I was hoping for more solid information, like the virtues of incorporating rather than being a sole proprietor and other real concerns of a small business person. Plus the author's ""voice"" really irritated me. There are *much* better books out there on this subject.",neg
Poorly made you could see the strings hanging.,neg
"Louis Sachar is an amazing author (although you'd never guess it from his Wayside School books), and in this book he surpasses almost anything else I have ever read. With solid characters, an intricate plot(although you don't know until the end), and great writing, this is the book I would suggest first to anybody.",pos
"Danielle Steele has essentially been writing the same book over and over again since ""The Promise"" came out. Obviously, her true fans love her formula and trust it.And after 56 books she knows the right way to go to get a bestseller. However, if you are a casual romance fan or if you haven't touched a Steele book since high school, I'd say pass this by or go the library. The only thing that stands out about it is that the tragedy is a little more dreary than usual.",neu
Cheap looking. Doesn't look like the picture except for the color,neu
"This leotard was perfect for my 5yo! The skirt seemed big, but she did not need it. I like that it is lined as well.",pos
"I bought a watch from this company a few months ago over the summer, the little tool they provide so you can take links out buckled when I tried to do just that. No big deal, I took it to a jeweler and had them size the watch band for me. Then about a week later the hands fell off the post of the face rendering the watch useless. I gave the company another chance and selected this particular style watch. The ""butterfly"" clasp consistently comes undone easily when I even think about moving my wrist, falling off multiple times a day, in the middle of work, turning the steering wheel of my car, reaching into my pocket, ECT. Get it together or start selling sundials in Seattle.",neg
"I bought the black one. It fits nice, looks somewhat like it is in the picture. Im about 5""4 and around 120-125 pounds: so the shoulder straps dont fit me well, so i just tuck them in the skirt. But besides that it is good!",pos
This book was without a doubt the worst of the 7 thus far. Nothing good really happened in it. The last page or two was OK but othing exciting. The only reason I read it in 3 days was so that I could get to Nicolae (which is 20 times better than Tribulation Force).,neg
Draw string holes but no drawstring. They said it is made that way on purpose. It could also use a rubberized strip inside he waistband to help the shirt/rash guard stay tucked.,pos
Gave these as Xmas gifts. The kids seem to like them.,neu
"This book was very easy to read, but I found it difficult to get past the free verse style of writing. The story was very choppy with very little growth of the characters. The end is satisfying, though, and feels good.",neu
No ending. It was a great big tease with lots of promise in the build-up and then (spoiler alert) literally no ending. This book is engaging with similar tones as the Hunger Games and 1984 just without the big finish.,neu
"If you are up for reading all of the material on both sides of this debate, then buy this book. If, however, you are looking to skim it and try to score a few points in an argument, forget it. This is the (academic) book that came as a result of the author studying the subject matter and presenting it to a large group of acedemics from the SDA church. It is not a lightweight book, as it deals in minute detail with the subject of Daniel 8:14. Not for the faint hearted, but one for the serious scholar of the subject.",neu
The backing did not fit well causing the stem of the earring to bend. Important to use a different backing to keep the stem from breaking completely off. Rubber of soft plastic backing would be best.,neu
This dress fit like a tent. And the lace was cheaply made. Not at all like the picture,neg
"I have a large vegetable garden and always have questions about something with the vegetables I grow. This book has information, suggestions on planting, growing, types of diseases, etc. for all the 20 plus different vegetables I grow. Beats having to look through a bunch of books or spending hours on the internet looking for answers especially when you need some quick answers.",pos
Device was easy to setup and configure. Does not work very well with a webcam. I would have preferred it to work more like a video server than a remote USB interface.,neu
A Job Well Done,pos
I chose the worst monitor.,neg
Fit perfect / Right north american size,pos
This journal provides opportunities for reflection with the flexibity to suit your own adopting scenerio. The cover photo is what kept me from using this book for my own use since I wanted a book that could celebrate my transracial adoption. I ended up being very happy with Waiting for You: An Heirloom Adoption Journal for My Future Child. I got it as a gift from my adoption agency. It has places for photos and writing and has a smooth finish that I just love. Journaling really helped me feel more patient towards a process that made me feel very powerless! Good Luck and God Bless!,pos
"These are, bar none, the most horrifyingly uncomfortable behind-the-ear headphones in all of creation. They are too large for petite heads (the heads of, say, a 5' tall woman or her two 5' tall children), they do not fit over dainty ears properly, they have no grip to speak of, and if you don't have them placed perfectly, the sound is distorted. That being said - if you have a perfectly formed, average sized head, with prominent ears and velcro-like skin, the sound quality you will enjoy from the headphone speakers themselves is halfway decent.",neg
Pretty good but I would change one thing,neu
Plays with me very well.,pos
"I really love this soundbar system from Vizio. I am very happy I finally broke down and made the purchase. The wireless features work flawlessly for me. I am highly impressed and trust me, that is a very hard thing to do. I'm extremely picky. Set up was a breeze. It's simple and straightforward. The subwoofer delivers that rumbling you need for action movies and depth. I had a Sony 5.1 wired System and I was tired of the wires and cables everywhere. I really didn't want to part with it because I thought the sound couldn't be beat. But, after tripping one to many times over the subwoofer cable, I had enough. I got the Vizio wireless system. I was expecting it to sound only half as good as the Sony. Boy, was I shocked! Not only did it sound better, it was clearer and more crisp. I couldn't believe the quality and the subwoofer...impressive! I immediately removed my other system and sold it. I'm so glad I decided to give this system a chance. Wish I had bought it sooner! If you are on the fence about it, don't be! You won't regret it. Oh, and it works flawlessly with my iPad! The built in bluetooth is easy to use. My iPad connect in a matter of seconds and I was able to play my music on my Vizio Soundbar System. I was thrilled with how well it worked. Love it!",pos
"I purchased four of these drives on March 21, 2007. The first failure was around a year ago. The last surviving drive failed today, May 26, 2009.",neg
Love it for my steampunk outfit. Trying to figure out how to transform into steampunk,pos
Very cute and comfortable! The torso is really short though so girls over 5'5 probably would have some difficulties keeping the top from slipping down. The bra wire comes out after a few washes.,neu
We have several sets of these in the family and you can pair two up for stereo speakers.,pos
"Aside from this book being repetitive, simplistic, and hardly connected, Murphy cites facts and uses sources that are far from relevant. He quotes actor Steven Seagal on Japanese culture, he refers to the T.V. show X-files on numerous occasions, and explains the significance of playing bagpipes at funerals. The most irritating part of this book, however, was Murphy's constant commercials. On almost every page he seems to be convincing the readers to buy t-shirts online, to watch certain movies, or to join the SWAT team (which I can only assume has been one of the authors life-long dreams.) If you are considering reading the book, please use your time more resourcefully.",neg
"The novel the Grapes of Wrath by John Stienbeck depicts many actions of religion. The characters and events in the novel bring forth these religious actions. A character in the story by the name of Jim Casey reveals the Christ figure of the story. The initials of this character are the same initials as Jesus Christ. Casey's last word to the guards before he died were ""you dont know what you're doing"" which are similar to those words spoken by Christ at his death ""Forgive them Father for they know not what they do."" This is just one of the many examples of religion tied into a novel that does not deal specifically with religion Or does it???????????",pos
"This dress was poorly made and the material was extremely cheap. I paid $49.99 + $19.99 for shipping and handling + $5.44 in taxes - $4.00 promotion $71.44 total. To return it I paid $12.73. I was refunded $49.78 I ended up wasting $34.39 on a product I 1. Did not like at all as it's not like the picture 2. Did not wear at all, because I didn't even bother trying it on. 3. Do not own.I would say yourself the trouble and don't order this.",neg
"Having traveled in the past with backpacks approximately 2,500 cubic inches, I was pleasantly surprised that this backpack held about that much yet had great organization and structure. Most pockets are of ample size, but no one big pocket (for something ridiculous big, i.e. a Wii system in the box!). It is well padded, many small pockets that keep everything well and slides easily onto my rolling carry-on luggage. My big disappointment was the top handle broke recently, about 3 months into using it. I wrote to customer service, and after one week, still no reply. So, I guess I'll have to figure a way to use it without it.",neu
so good! Bought it to keep our toddler from losing ...,neu
"These are very nice looking, not cheap looking at all. Only draw back is it doesn't always stay put & then it looks weird. You just have to have the right size ears to wear as pictured.",neu
Works satisfactory,neu
I don't think this is an authentic Speedo swimsuit. It doesn't have the anti wedgie strip like it claims nor does it have any type of Speedo logo on it. It runs small as other reviewers have said.,neu
"As a fan of baseball history, I have been looking for a modern, definitive biography of Christy Mathewson ever since I grew to admire him many years ago. I was hoping that Philip Seib's The Player would be that elusive work, but I was wrong. Although it covers the major events of Matty's life, Seib works very hard to put him in context as the first major baseball star and the times that he lived in, so what we're left with is less of a biography and more of a social history.This is all well and good, and the premise is an interesting one, except that Seib doesn't take it far enough and when he tries to expound on his theory, he ends up giving more info on other figures of the times like Billy Sunday and Woodrow Wilson than on Mathewson.Almost contradictorally, the main problem is that it all just feels too thin. At less than 200 pages it's a one and a half day read at best and you come away not knowing anything more about Mathewson than you would reading any history of baseball. Were I Seib's editor, I would have recommended that he go in the opposite direction and really blow out his research. Joseph Durso wrote an excellent double biography of John McGraw and Casey Stengel that captured the general history of American society as well as baseball and that is clearly what Seib is aspiring to but falls short.I don't want to knock the book too much since I enjoy general history as much as anyone, but I guess I just expected so much more. Also, Seib labors in spots to draw his conclusions and ends up being extremely repetitive. His reverence for Mathewson is well-appreciated, but borders on overindulgence.If you are interested in reading more on Mathewson, I would recommend seeking out the Jonathan Yardley essay ""The Real Frank Merriwell"" for a terrific mini-bio and tribute to a great pitcher.",neu
It looks really cheap,neg
"Way too small, more for small woman or teen. Looks like someone made it themselves at home. :-(",neg
Material is nice but fits snug in the shoulders. Lg fits like med.,neu
cheap cheap cheap - very low quality with a seam stitched around it.,neg
The material is not what I expected.,neg
I purchased this shoes for my niece and from the pictures it appeared to be very cute. Once the package was delivered I opened it and it was so hideous! Not at all what I expected to see from the pictures. I returned it the next day.,neu
The face around the watch fell off the 2nd day he wore it. I do like the features and the look.,neg
"If you, like me, find that when you are creating pieces of jewelry you are released from everyday cares and nourished by what you are doing, then you will understand instantly what makes this book special.I have been making jewelry for some time now, but I have never consciously tried to figure out what it is about the process of creating the things that I make that I find so replenishing.Beading for the Soul explains in separate sections (for example: ""Beading for Protection"", ""Beading for Good"", Beading for Prayer"") what it is that we are doing when we pick up a bead and SAY something with it. I was wowed by this book. I finally understood why someone like me, who has a love of beauty but also has a need for quiet, introspective time (as a parent of children with disabilities) would want to really come forward and express myself. Put me under the heading of ""Beading for Healing"". The author, Deborah Cannarella, has a chapter titled that. Yes, put me there, and put this book in your cart if you wish to understand why you are doing what you do when you bead. It is a beautiful book in every sense of the word, anyway. Lovely photos, moving stories from the artists, and inspiring projects. I am grateful I chose this book as one of my New Year's gifts to myself.",pos
"This matches up extremely well with the Polk 5jr pair that I use in my home studio. I'm driving everything from a Nakamichi Receiver 3, and the crossover is very smooth. This would be fine in a small to medium size room, and would be suitable for critical listening if you're willing to spend the time tuning it to the room.",pos
Nice but I don't think I will buy it again Thanks,neu
A beautiful book. Full of love and light and where we say we want to go.,pos
These were perfect for me and my boys to share,pos
The length was wayyy tooo long. Also the arms were also crazy long.,neu
Smaller than i would expect but the material is nice and soft. The color was very different than expected it was grey and black not what was pictured,pos
"You'll love it. I know you will. I was overjoyed to be sent this as a 'Get Well' gift when I was in hospital, even though I was incapacitated by a broken, pinned shoulder. With the help of a nurse and some BluTack I was able to get a lovely display of cheering photographs around my bedhead.That's why these books are so useful. You wouldn't want to tear up the full version of Frisky Memeories, but this collection is made for it.Stunning models, stunning photography, stunning eyes...!",pos
the s700 is BETTER,neu
Definitely not OEM,neg
"Not the best, Not the worst...They seem kind of muted but they work fine. Good for a kid to beat up for a year.",neu
"I purchased the book on-line without having a chance to look inside, mistaking author's name with another well-known namesake.I was disappointed for the level of all the problems collected because I was expecting much higher level of problems.For students of science and engnieering majors, however, it is without question a great exercise book supplemental to any text book.It provides a great deal of exercises for solving for solutions but very few of exercises for proving problems.",neu
A lot smaller then it looks. It might work for a little kid,neg
Loved the color but it looked like a moo moo on me; adding the belt only bunched up the material around my waist; it was very large (but not too long) - just didn't work for me. And yes thicker material than expected.,neu
Igot this dress last mintues for an event. I couldn't wear it because it had a huge stain on the front of it.,neu
"Cute and comfy tank top, fits a little small. It's not loose like the picture shown.",neu
Got sent a 32 gb only beware!,neg
TiVo Unit - So Slow if falls asleep trying to set itself up.,neg
Works perfectly for my c720,pos
"Junie B. Jones is expecting a big present after her parents tell her that they have a big surprise for her. This 5 year old imagines everything under the sun that they could be getting her. She is horribly shocked to hear that the surprise is not a present, but a baby!! Junie B. doesnt' have a positive attitude about this new baby what so ever. Her parents get upset with her also taking away only dessert though. Junie B. gets little discipline from her parents. She calls the nursery, the dumb baby's room. She envisions this monkey coming to live there due to the jungle themed wallpaper and bedding. The day finally comes when mother has the baby boy. Junie B. has a wonderful time playing with her grandparents. Grandmother says that the baby is so cute but the description doesn't make him sound very cute to Junie B. She has a difficult time at school also, dealing with the new baby, as any child her age would. In the end, Junie B. begins to accept her baby brother and says that he's the cutest little monkey she's ever seen!Junie B. Jones books are somewhat controversial. The language she uses like, backtalking and calling her classmates and even adults names, is disrespectful and rude. She is hardly disciplined by anyone in these stories, other than an adult saying her name in that certain tone. But I have learned through my Kindergarten and first grade students, that they very much relate to this character. Junie B. does act like a typical year old. I use the backtalking and the other not nice things she does as an oppurtunity to discuss manners, respect, etc. with my students. Some discussions we have had about character education would not have come up without reading these stories. The children understand when Junie B. is in the wrong and what she should do instead.As for beginning readers, Junie B. gets my students hooked! I have plenty first graders who begin chapter book reading with Junie B. Their interest is sparked. They relate to the character. They understand the humor. They receive enjoyment from reading these stories. Granted, some children may pick up a bad attitude if there is no guidance or discussion or explaining about some of the things Junie B. does, but when read in school, that is covered and my parents that have bought these books for their children, have been able to talk to their child about right and wrong behavior. Many of the students go home, I hear, and make their family listen as they read aloud to them like we read to them at school, with full expression! Because you can hardly read Junie B. aloud without raising your voice for all of the exclamation points. It is a great learning experience and an enjoyment.",neu
"This product is not what it shows. It is a SHORT shirt with the tails in the front to look long. It is not Boho.Disappointed, it went back the same day it came.",neg
"Fits a 2011 Grand Caravan Express. Wire colors are different than the factory harness, easy to find a wiring diagram online.",pos
"Don't like gold letter ""prada""",neu
I was able to use a hat strecher and it now fits very nicely. Nice hat.,neu
"This book is pretty useful. I purchased it for a professional development and it was worth the read. It might not change your life as a teacher, but it will definitely strengthen your practices.",pos
"This is shown as a tunic shirt but came to just above my knees and I am 5'4"" with a large chest, which usually makes clothing shorter. It would work great as a beach cover up aside from the fact the material is silky and therefore extraordinarily wrinkly! Also the back has an elasticized top which is just odd and the two middle straps are not adjustable therefore sag strangely. Overall nice idea but just doesn't hit the mark. Has loose threads as well.",neu
"The mask looks great, and it is a solid durable plastic. I did have to attach a third string to make the mask sit properly and remain srable.",pos
Does not fit the Garmin Forerunner 15 as it should and as a result was very difficult to install. When I finally had the one half of the band installed I noticed it was ripped -- quite possibly in part a result of the difficult installation.,neg
"Very cute! You can use for pencils, pens or makeup.",pos
I'm a size 4-6 dress and the small was too small. Plus the v neck is ridiculously wide. You would definitely need to wear something underneath. Sending back and not bothering to try a larger size.,neu
Was an okay purse just a little cheap. I got what I paid for.,neu
Runs one size smaller,pos
"love the hoodie, but was sent a medium instead of a x large so i had to return it :/",pos
"I had initially tried the 50mm f/1.8 version and hastily returned it due to its soft image characteristics at f/1.8. This lens on the other hand maintains great sharpness at f/1.8 trough f/16. While it is more expensive than the f/.1.8, it is worth the extra money if you are looking for a a lens that you can actually use at f/1.4. SWM focusing would have been nice, but the focusing on this lens is quiet and fast. I am very pleased with this gem's performance on my D300s.",pos
"It's pretty but not very expensive looking but then again, it was under 10 bucks. Not too big but a good size for a man. Cool design. You can't go wrong for the money!",pos
"These had adequate sound levels, as I used them for when driving in a work vehicle that was not equipped with a Bluetooth radio. They could have been louder in my opinion for use while driving. Unfortunately, they did not last very long, under what I consider ""normal"" use. I ended up discarding them after about 6 months. I guess that amount of time might be about average for some users.",neu
Not large enough for a woman or man,neg
"I had high hopes, but I should have trusted my gut. Fits as advertised, and really does match the description... but looks super cheap, more of a pajama top than an actual blouse I'd wear out of the house.",neu
"The Book could have been more elaborate with Illustrations, change of font and more concordance. More cross references would have been fine.",pos
"You're a writer, your job is to look around, check out the situation, think about it, write it down. The fact of history is that writers transmit the message of revolution to those looking for a new way of being. It is writing that incubates the successive stages of human thought. The Gospels, after all, are the work of writers; Plato, the writer, tells us the thoughts of Socrates; Voltaire and Swift entertained while exposing hypocrisy, encouraged alternative thinking. In Writers in Revolt, Richard Seaver, Terry Southern and Alexander Trocchi frame the work of twenty-one writers, from Dostoevsky to Herman Hesse, Baudelaire to Ginsberg, in the same light. These are the messengers, they tell us, listen if you will! That the editors themselves are all worthy to be included in the collection certainly is a fact that commends it. It is a good idea to put these works together, because in it we perceive the continuous threadline of mortal pain these artists experience. They see the world as it is, not how it should be, and great courage is required to endure the punishment of such vision. The words that emerge from the crucible are true words, and don't fade with time. Find this book if you can, and put it in your messenger bag.Roll call, in order of presentation: Allen Ginsberg, Sade, Austryn Wainhouse, Baudelaire, Sartre, Dostoevsky, Hesse, Artaud, Celine, Malaparte, Henry Miller, Iris Murdoch, Genet, Chapman Mortimer, William Gaddis, Evan S. Connell, Jr., Charles Foster, Edward Dahlberg, H.L. Mencken, Hubert Selby, Jr., William Burroughs, Ionesco, Beckett.I believe this is the only book where you will find these writers cohabitating. Recommended.",pos
"I just can't past the boring words to understand the plot. There is this guy who wants to take revenge on everyone, but he loves this one girl, that he can't have, and he marries this other girl to get her money. What is going on here? It sounds like a season of All My Children or any other day-time soap opera. Maybe everyone from the Heights and the Grange should appear on Jerry Springer and fight it out. Needless to say, I did not like the gypsy orphan and the bratty little princess whining about everything that came their way. I bet Geraldo could get them to confront each other about thier problems.",neg
"I was excited about reading this book, unfortunately it did not deliver what I expected. It was too short and left me hanging. I don't know exactly where ""Eddie"" was at but I don't think it was in heaven.",neg
"Worked well, used in the mountains in the snow.",pos
"I bought this book for my daughter, aged 10, as it was rated for 9-12 age group. I decided to read it myself and found that, although the problem presented in the story is in a form of an intriguing puzzle, it is written in a way which is unlikely to interest most children in that age group. In fact the writing style and humour are quite dry, most of the time simply relating events. It may interest a more mature child but, as far as I was concerned, it also failed to appeal to an adult as the puzzle offered little in a way of challenge.",neu
I was drawn into the story of abuse and couldn't put it down until I had finished 12Th Street Rita. It's a true story of how one girl becomes a prostitute and how she gets out of the life. It's very graphic in the details and I felt I was there with her on the streets. I cried with her and I laughed with her. It's a page turner with lots of adventure.,pos
The bag is very good and has plenty of compartments to put your camera lens and other gadgets. This bag has been great so far. I also think the price was good.,neu
"Clancy fans should enjoy this counter-terrorism novel that's inspired a line of video games. And the doomsday scenario that's the heart of the book is interesting and exciting (until the very end). Some problems:1) The terrorists are aggressively stupid. I could take down most of Rainbow Six's bad guys with a pop gun and a half-empty packet of Kool-Aid. The supposedly brilliant villains are hired by a former KGB agent. The villians then proceed to a) Lock themselves in a building, b) leave all doors and entrances unbarred, c) walk out of the buildings expecting transportation waiting for them and d) get gunned down. You would have expected the Russian to pull one of his hires aside and say, ""We might need to change our thinking -- locking ourselves in the bathroom hasn't sparked the revolution.""2) The characters (save for Popov) are thin, and often serve as mouthpieces for Clancy's views on the media, the environment, military life, and the government. The main villains, in particular, talk at academic-paper length. I thought a Brookings seminar would erupt during a few battles.3) The ending is lame. Clancy's strength has always been his action sequences, and the battles, even noting the stupidity of the terrorists, are exciting. The doomsday scenario is great, if implausible and dependent on things working perfectly at one location in the entire world (The stock market must have affected EvilCo's travel budget). But Clancy's heroes save the world in 100 pages of the worst payoff in his career. I won't spoil the ending, but it's hard to spoil a climax that doesn't come off.Still, if you can tune out Clancy's editorializing, and accept the stupidity of the terrorists, Rainbow Six chugs along at a decent pace. It will help you pass time in the airport, at least.",neg
"TENDER IS THE NIGHT is composed of three books. Altogether, these tell the story of Dick Diver, a debonair psychiatrist, and his wife Nicole, who is wealthy but depressed, mostly in a five-year period that apparently ends in 1929. In Book 1, Fitzgerald presents the Divers as they appear to 18 year-old Rosemary Hoyt, a budding Hollywood actress, in 1924. At this time, the Divers are living a glamorous and dissipated life on the French Riviera, with the irresistible and socially masterful Dick, who is not practicing medicine, overseeing his wife's recovery. In Book 2, Fitzgerald shows the Divers four years later, after Dick has resumed his psychiatric career. In this book, Dick has become emotionally torn between his wife/patient Nicole and the nubile Rosemary. And, he has become a problem drinker. In book three, Fitzgerald presents his denouement, this time emphasizing the rejuvenated Nicole's perspective on her marriage.As Nabokov said, readers make a mistake when they confuse the design with the designer. Nonetheless, TItN certainly contains many parallels to the lives of Scott and Zelda Fitzgerald. There's glamour and affluence in Europe, immature stunts, mental illness, a period of difficult professionalism, intense resentment within marriage, and ruinous alcoholism. Read as insight about Fitzgerald, the novel is interesting, since it does convey the plight of unfulfilled promise and too much booze. Books 2 and 3 are especially effective with these themes while featuring many passages of effectively lyrical writing. IMHO, this peaks with a final few observations about Dick, which are suggestively lyrical and even touching.In contrast, the long Book 1 contains what I deem many pages of ineffective lyrical writing, since Fitzgerald frequently brings everything to a halt as he describes, say, a hairstyle, the fabric of a dress, or a ripple of social awkwardness. In large part this lyrical overelaboration stems from the immaturity of Rosemary, whose perspective dominates Book I and who misses the desperation of the Divers and their friends. Instead, she conveys what a socially ambitious 18 year-old girl probably perceived in 1924, when her glam and social older friends let her have a first naughty drink. As a result, Book I reads as if the Fitz is overly concerned with social nuance among the wealthy and has, really, nothing to say.TItN is the Jazz Age without the jazz.Recommended if your ancestors belonged to the Brook Club or, perhaps, the Racquet Club.",neu
"Decent when you get one that works. Bought two and have one good one. Day videos are good but get blurry in high heat as the lens actually warps when overheated. Night performance is poor; about as bad as the GoPro Hero 5. Otherwise, I do like the camera. Takes 64 gig class 10 cards well with over 8 hours of recording. Brass 1/4 20 threaded insert, 2 hours of use on full charge, smooth file format. A little better quality control and these could take off.",neu
Not throlled,neg
"I liked the colors , but the material was not what I expected.",pos
"Klipsch Heresy III Speaker - Walnut Veneer are old-school and totally amazing. They have the exact sound I wanted not the tinny sounds of the modern-day speakers. I listen all types of music from heavy metal to old-school rap. I'm a drummer so I have a very discerning ear and I like a very specific sound, not high pitched - but loud. These are exactly what I wanted! They're made out of three-quarter inch plywood with a solid wood veneer. They're heavy and heavy-duty they should last for years and years. I love that they're low to the ground and on an up-swinged angle so you don't have to have a large looking speakers, They are low-profile with big sound, you might want a woofer for crazy loud bass, but for a smaller space these are perfect. I command Klipsch for still making these amazing U.S. Made speakers :) I have a matching set and would love to get two more and a subwoofer, but I don't need them at the moment. The older I get the more headaches I get, LOL. Just so you guys know the left and the right speakers are identical they just come with the badge on opposite sides no difference in speaker, I personally would prefer if the logo on the dust screen was centered. Do I recommend these - All I have to say is Hell Yeah!!!",pos
"I ordered this for a college class. When my class got to page 74 the next page was 109, the book then when on normally untill I got to page 145 when it went back to page 109 and continued with regular numbering. I ordered this from an amazon storage facility and not a 3rd party. I am very disappointed in the quality of this product. The book itself was of normal caliber textbook quality.",neg
Worked for 2 seconds then shorted out,neg
"""The Colorado Kid"" (a book Stephen King wrote for the Hard Case Crime series, a sort of return to the pulp fiction stories from the '30s and '40s) is a weak book, one of the weaker of King's career but it's not as bad as other S.K. books like ""From a Buick 8."" The story is (after 184 pages) a mystery without an explanation. It presents us with a death, implies that it could be murder, than shuts the audience out. The book is narrated by two old men named Dave Bowie and Vince, who tell a young woman named Stephanie the story of The Colorado Kid. We hear exactly what Stephanie hears, know exactly what the two men know, and then are left out. Because (like the film ""Picnic at Hanging Rock"") we only get hints about what exactly is going on, that almost gives the book a haunting quality...But still leaves the audience unsatisfied. Vince and Dave tell Stephanie of The Colorado Kid, a man who was found propped up against a trashcan without any kind of identification. His cause of death is determined ""asphyxia due to choking"" (because a piece of meat is found in the back of his throat). The cops give up on the investigation, especially after the man is identified (his wife claims that he disappeared over a year ago), but Vince and Dave do not and begin to uncover many clues that seem to imply homicide. The man (never a smoker, according to his wife and the coroner) is found with a pack of cigarettes and a book of matches. One smoke is gone and one match is gone; The fact that cigarettes were purchased in Colorado may be a sign. Whatever it means, we'll never know. The book is entertaining and I read it in a couple hours, so it wasn't a complete waste of time. Entertaining, but too impenetrable.GRADE: C+",neu
"""Ed Wood gets a rap as the world's worst film director. But the real culprit is Al Adamson. His flicks had bottom-basement scripts, minuscule budgets and actors with one foot in the grave, such as Lon Chaney Jr. Adamson's cheesy legacy is nicely chronicled in SCHLOCK-O-RAMA: THE FILMS OF AL ADAMSON by David Konow.""",neu
Runs a little small but a little thicker and warmer than a regular long sleeve t,neu
The neck Gaiter would of been perfect if I'd gotten the one I ordered. My daughter loved the soft material but we ordered an anchor one as her brother is in the Coast Guard so was a huge bonus! Down fall we received a very childish looking Dinosaur one. She's soon to be 12 no way that was going to work so I returned and will be purchasing an anchor one.,pos
"Works great, but I would suggest installing the ""business"" version of the software offering, which has many more options than the ""personal"" version and comes at no additional cost.",pos
Registering was quick and simple,pos
"I like Harley Davidson brand and really like these glasses. It's a shame that the logo isn't more clear because I like showing off my Harley Davidson stuff, but I really like them.",pos
"This is the eleventh book in Chaosium's Cthulhu Cycle series. This volume features tales of Lovecraft's most well-known creation, the octopus-headed entity, Cthulhu. Included are the foundational stories (i.e. ""The Call Of Cthulhu"" by H.P. Lovecraft and ""The Black Island"" by August W. Derleth), some rare reprints (i.e. ""Some Notes Concerning A Green Box"" by Alan Dean Foster) and some interesting new stories of Cthulhu in the modern world (i.e. ""Rude Awakening"" by Will Murray). In any collection the stories are of varied quality but I enoyed the majority of the works collected. If you are a reader of Lovecraft's Mythos fiction then this is a must for your library.",pos
"It shows that it's charging, but after 12 hours it has less charge than when it started. To BargainCell's credit they sent another one, but it also does not work.",neg
"Great size. Took this small camera on several international trips and loved that I could slip it in my back pocket. Easy to carry even when hiking mountains or in the desert. Picture quality was very good. Never could get the wi-fi feature to work. Rating as a 3 because of Lens Error. I had heard this could be a problem when I purchased it and didn't have any trouble initially but it occurred sporadically and now I can't even use the camera at all, Repair estimate is $150 but that doesn't really make sense on a camera in this price range. I'd buy one again but recommend getting an extended warranty.",neu
"My expectations for the NSLU2 were fairly low, be able to access a USB external drive on my internal network. The device works well in this regard as long as you accept that access is somewhat slow when running at b/g wireless network speeds. The device came up using the supplied software CD. No problem. The problem arose when I changed the default IP address (this feature is supported). After changing the IP address I could not access nor ""see"" the device, even after disabling my firewall. I called Linksys support and spent over three hours on the phone with them to no avail. They could not discern the problem and we eventually reloaded the firmware. We were back to square one but the device works at the default settings. Leave the settings alone and you should be fine.",neu
"Sounds OK, but when compared with Cambridge Soundworks Curve ...",neu
"After buying four different converters, and having problems with all of them, I discovered that it's not really a problem with the converters, it's a Microsoft problem. Windows, regardless of whether it's XP, Vista, 7, or 8, has a flaw with assigning com ports. Until I can resolve this issue, and figure out the correct interrupt requests to use on the com ports, none of these adaptors will work. Thanks again, Microsoft!",neu
Boy package comes with 3 pair of girl colors socks!!!,neu
Good n' cheap. I spent <$62.00 for new head unit and four speakers. You can't beat that.,pos
"These headphones are marketed as 5.1 but they are actually 2.1. The bass was great. The response and sound was great. But the surround was just a echo made to sound like you were in a bubble. NO front and rear sounds, just pretend. Returned, wouldn't keep them, would never buy or recommend them.",neg
I would rate this higher but the keyboard just barely ...,neu
The clip broke but it was really my fault. The case is solid. I wish I could find things like this for some of my newer electronics.,pos
Too tiny to get on ear.,neg
"I bought this book thinking it would actually help me build a website. Their examples consist of amazon, yahoo, and a couple of other multi-million dollar sites and the advice they give is so simplistic it is obvious. Worst of all, the group that wrote the book sent me emails after i registered on their website and started calling me to buy software from their software company. do NOT buy this book.. there have to be better ones. . it's a big fat blue colorful book of fluff, designed to help them sell software apparently. i wish i could get my money back from amazon.com...",neg
"Too small, not noticeable.",neg
Sponge cover was no good,neu
I initially thought band was good but one end broke in half while my son was in karate class and he almost lost his watch. It is affordable but made of poor quality. I wanted to like it.,neg
"Terribly, terribly, terribly boring. I do not wish this torment on my worst enemy. Do not read it. There is not even a summary online, which means, nobody could endure the agony to finish this damn book.",neg
"An unstructured sampler of crime anecdotes does not add up to a well-developed book-length thesis.I bought this book partly due to the reviews here on Amazon, but I was a bit disappointed. By the time I'd got halfway through, it was clear that Robinson has presented the idea of a ""merger"" of transnational organized crime as a catch-all category for his large supply of stories about gangsters operating in various countries.Robinson presents many short anecdotes, laced with speculative connections to fill in the many gaps in the record of known fact. Moving from country to country, he gives thumbnail accounts of the careers of various criminals, from their obscure origins to their final capture by the beleaguered law-enforcement agencies around the world. I found the stories too short to get a good feel for each of the players, and so it became a blizzard of names for me.What this book is not is a systematic account of the rise of transnational crime and how it operates. Rather, it sketches many different criminal operations and careers and leaves the reader to surmise how they add up to a transnational crime ""system."" Preoccupied with details and specifics, Robinson does not really help the reader by drawing principles and themes from the material.I also found that Robinson's sarcastic writing style detracted from the authority of the book.Robinson clearly has a large database of crime knowledge, and many contacts in the law-enforcement world. But he is a ""short snippet"" kind of writer, and the book, for me, did not feel like a single unified whole.",neu
