row_index,prediction_result,review_text,true_sentiment,predicted_sentiment,prediction_confidence,strongest_feature_group,top_supporting_features,top_opposing_features,explanation
140,wrong,"I think that this book is really good, and I would recommend everyone to read it. I am really annoyed about the ending though, and I don't think he should have tried to avoid the happy ending by making up all of that stuff about can't live in different worlds and stupid stuff. Otherwise, I think it was a brilliant book to end a brilliant series.",pos,neu,0.4692,RoBERTa,"Enhanced RoBERTa Neu = 0.4898 (contribution: 0.1273);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Meta Has Pos Phrase = 1.0 (contribution: 0.0903);
Enhanced VADER Compound = 0.8876 (contribution: 0.074);
Meta Has Intensifier = 1.0 (contribution: 0.0598)","Meta Intensifier Count = 2.0 (contribution: -0.1186);
Meta Pos Phrase Count = 1.0 (contribution: -0.0963);
Enhanced NB Pos = 0.4619 (contribution: -0.042);
Meta Negator Count = 2.0 (contribution: -0.0187);
Enhanced NB Neu = 0.2837 (contribution: -0.0177)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Has Contrast, Meta Has Pos Phrase, Enhanced VADER Compound, Meta Has Intensifier. The main opposing signal was Meta Intensifier Count."
142,wrong,"Now Face to Face and it's predecessor Through a Glass Darkly have joined my collection of favorite historical fiction. Contrary to the other opinion that the political intrigue of the novel was hard to follow, I felt that, for the first time, I was truly able to understand this period of English upheaval. I was reading these novels for the ""fiction"" and not for the ""romance"" so I didn't notice if there was romance missing. I didn't feel there was anything missing, actually. The only thing missing is a third book! Ms. Koen, is it on it's way?",pos,neu,0.4717,RoBERTa,"Enhanced RoBERTa Neu = 0.5742 (contribution: 0.186);
Meta Has Neg Phrase = 1.0 (contribution: 0.1058);
Meta Has Negator = 1.0 (contribution: 0.0502);
Meta Intensifier Count = 0.0 (contribution: 0.0446);
Enhanced RoBERTa Pos = 0.1111 (contribution: 0.0364)","Meta Has Contrast = 0.0 (contribution: -0.098);
Meta Contrast Count = 0.0 (contribution: -0.0503);
Meta Negator Count = 3.0 (contribution: -0.046);
Enhanced NB Pos = 0.4347 (contribution: -0.0346);
Meta Has Intensifier = 0.0 (contribution: -0.0317)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Has Neg Phrase, Meta Has Negator, Meta Intensifier Count, Enhanced RoBERTa Pos. The main opposing signal was Meta Has Contrast."
143,wrong,"I haven't had these i a long time but at one time I owned two pairs. The surround sound quality was good and the worked as they were designed especially for the price. They were comfortable for extended wear as at the time I gamed for hours on most nights. The problem is construction and durability. Both pairs broke at the same spots at the second bend in the head band where the fold up. You can super glue and tape to repair the damage but it won't last long. There is too much stress on the head band in the way the ear pads press against the ear. Expect them to break, just a matter of time. I babied each of my two pairs but that didn't matter.",neu,neg,0.4836,RoBERTa,"Enhanced VADER Compound = -0.7932 (contribution: 0.2959);
Enhanced RoBERTa Pos = 0.0393 (contribution: 0.2744);
Enhanced RoBERTa Neg = 0.585 (contribution: 0.2624);
Enhanced NB Pos = 0.176 (contribution: 0.0631);
Meta Negator Count = 3.0 (contribution: 0.0562)","Enhanced NB Neg = 0.1889 (contribution: -0.0719);
Meta Contrast Count = 3.0 (contribution: -0.0593);
Meta Has Negator = 1.0 (contribution: -0.0526);
Enhanced NB Neu = 0.6351 (contribution: -0.0427);
Meta Has Contrast = 1.0 (contribution: -0.0369)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced VADER Compound, Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced NB Pos, Meta Negator Count. The main opposing signal was Enhanced NB Neg."
146,wrong,This book appeared to be pieced together from all his other books. No innovation. I love Dirk Pitt novels and have read them all. This might be my last.,neu,pos,0.736,RoBERTa,"Enhanced RoBERTa Pos = 0.7636 (contribution: 0.4466);
Enhanced RoBERTa Neg = 0.0273 (contribution: 0.3485);
Enhanced NB Pos = 0.5594 (contribution: 0.1884);
Enhanced SVM Neu = 0.2088 (contribution: 0.1085);
Enhanced NB Neg = 0.1879 (contribution: 0.0767)","Meta Intensifier Count = 0.0 (contribution: -0.033);
Meta Pos Phrase Count = 0.0 (contribution: -0.0152);
Meta Has Pos Phrase = 0.0 (contribution: -0.0111);
Meta Has Diminisher = 0.0 (contribution: -0.0106);
Meta Diminisher Count = 0.0 (contribution: -0.0092)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced NB Pos, Enhanced SVM Neu, Enhanced NB Neg. The main opposing signal was Meta Intensifier Count."
149,wrong,"In this collection, editors Joseph Corre and Serena Rees attempt to put together a brief history of erotica, particularly subversive erotica. The diversity and quality of the illustrations make this book a nice find. The idea of the text is quite interesting--a historical and social survey of erotica--but still leaves something to be desired. The text is a little too light and doesn't seem particularly well researched.",pos,neu,0.5443,RoBERTa,"Enhanced RoBERTa Neu = 0.5959 (contribution: 0.2011);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Meta Has Negator = 1.0 (contribution: 0.0502);
Meta Intensifier Count = 0.0 (contribution: 0.0446);
Enhanced RoBERTa Pos = 0.1621 (contribution: 0.0284)","Enhanced NB Pos = 0.4783 (contribution: -0.0465);
Meta Has Intensifier = 0.0 (contribution: -0.0317);
Enhanced VADER Compound = 0.172 (contribution: -0.0132);
Meta Has Neg Phrase = 0.0 (contribution: -0.0124);
Enhanced SVM Pos = 0.3593 (contribution: -0.0118)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Has Contrast, Meta Has Negator, Meta Intensifier Count, Enhanced RoBERTa Pos. The main opposing signal was Enhanced NB Pos."
150,wrong,This was a gift. Quality seems ok. Not great but ok. The stencil seems faded.,pos,neu,0.5347,Polarity Shift Features,"Enhanced SVM Neu = 0.5164 (contribution: 0.1364);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Enhanced VADER Neg = 0.271 (contribution: 0.0817);
Meta Has Negator = 1.0 (contribution: 0.0502);
Enhanced RoBERTa Pos = 0.0366 (contribution: 0.0481)","Enhanced VADER Compound = -0.0892 (contribution: -0.045);
Meta Has Intensifier = 0.0 (contribution: -0.0317);
Enhanced VADER Pos = 0.302 (contribution: -0.0151);
Meta Has Neg Phrase = 0.0 (contribution: -0.0124);
Meta Has Diminisher = 0.0 (contribution: -0.0107)","The meta model predicted 'neu' mainly because the strongest supporting signals came from Polarity Shift Features. The top supporting features were Enhanced SVM Neu, Meta Has Contrast, Enhanced VADER Neg, Meta Has Negator, Enhanced RoBERTa Pos. The main opposing signal was Enhanced VADER Compound."
153,wrong,"I've known about this book for a while now, but I've never bothered paying attention to it given it's somewhat ridiculous price tag. Necessity forced me to forgo my earlier conclusions however, and I'm now angry at myself for not picking it up sooner. However much you think you know about Quartz, there's always more to learn, and this book is a whole lot easier to pick new tricks up from than Apple's scant free documentation. It's a bit dated when it comes to the XCode specific info, but unless you're a total newcomer you should be able to fill in the proverbial gaps there without much trouble.This is the second book on OS X programming that I have felt is truly worth owning; the first being Amit Singh's ""Mac OS X Internals."" This one's not as thick, nor is it hardbound, but there are lots of color plates. Good stuff.",pos,neu,0.7238,Polarity Shift Features,"Meta Contrast Count = 5.0 (contribution: 0.2769);
Meta Has Diminisher = 1.0 (contribution: 0.1499);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Meta Diminisher Count = 1.0 (contribution: 0.0776);
Enhanced NB Neu = 0.6321 (contribution: 0.0741)","Meta Negator Count = 4.0 (contribution: -0.0733);
Meta Has Intensifier = 0.0 (contribution: -0.0317);
Meta Has Neg Phrase = 0.0 (contribution: -0.0124);
Enhanced RoBERTa Neg = 0.5452 (contribution: -0.0079);
Meta Has Pos Phrase = 0.0 (contribution: -0.0077)","The meta model predicted 'neu' mainly because the strongest supporting signals came from Polarity Shift Features. The top supporting features were Meta Contrast Count, Meta Has Diminisher, Meta Has Contrast, Meta Diminisher Count, Enhanced NB Neu. The main opposing signal was Meta Negator Count."
156,wrong,"Reviewer: Chuck Spicer from Champaign, IL USA Brian distorts the Dune serious making unbelievable leaps and writing things that any Dune fan know just couldn't be or clash with Frank's vision. The characters are one dimensional and the story line is preposterous. It's as badly written as star trek books. This book might be entertaining to those looking for a fun read but anybody who holds Dune true and dear to their hearts will dislike this. This was obviously a tool to fatten his pockets. He should have listened to his father when he wrote ""YOu don't write for success."" Let Brian have his fun with the prequels but let us all hope he doesn't truely desicrate Dune by attempting Dune 7.",neu,neg,0.5742,RoBERTa,"Enhanced RoBERTa Neg = 0.8311 (contribution: 0.5378);
Enhanced RoBERTa Pos = 0.0115 (contribution: 0.2995);
Enhanced NB Neg = 0.6045 (contribution: 0.1249);
Meta Neg Phrase Count = 1.0 (contribution: 0.087);
Enhanced NB Pos = 0.1604 (contribution: 0.0705)","Enhanced VADER Compound = 0.9403 (contribution: -0.182);
Meta Has Negator = 1.0 (contribution: -0.0526);
Meta Has Contrast = 1.0 (contribution: -0.0369);
Meta Has Neg Phrase = 1.0 (contribution: -0.0338);
Meta Contrast Count = 2.0 (contribution: -0.0327)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced NB Neg, Meta Neg Phrase Count, Enhanced NB Pos. The main opposing signal was Enhanced VADER Compound."
160,wrong,"Just don't know. ?? It worked at first. I read so many reviews and this appears to be the one I need for my ONE HDMI input Sony 26"" TV (2005) I wanted to run my Sony DVD player and Yamaha receiver to it and out to TV. I haven't tried it with the remote. I had family visiting and needed the set-up in BR. But it only worked initially. I'm going to read more of the reviews, when I have time. Some people are really good with solutions and advice. Thanks! I could give it ONE star....but withholding that for now.",neg,neu,0.4248,Polarity Shift Features,"Meta Has Contrast = 1.0 (contribution: 0.1167);
Meta Contrast Count = 2.0 (contribution: 0.0806);
Enhanced VADER Compound = 0.905 (contribution: 0.0761);
Meta Has Intensifier = 1.0 (contribution: 0.0598);
Meta Has Negator = 1.0 (contribution: 0.0502)","Enhanced RoBERTa Pos = 0.7555 (contribution: -0.0649);
Enhanced SVM Neu = 0.2775 (contribution: -0.0614);
Enhanced RoBERTa Neu = 0.2251 (contribution: -0.0568);
Meta Intensifier Count = 1.0 (contribution: -0.037);
Enhanced NB Neu = 0.2121 (contribution: -0.0366)","The meta model predicted 'neu' mainly because the strongest supporting signals came from Polarity Shift Features. The top supporting features were Meta Has Contrast, Meta Contrast Count, Enhanced VADER Compound, Meta Has Intensifier, Meta Has Negator. The main opposing signal was Enhanced RoBERTa Pos."
164,wrong,Esy to use very long wire.,pos,neu,0.4868,RoBERTa,"Enhanced RoBERTa Neu = 0.699 (contribution: 0.2729);
Enhanced SVM Neu = 0.489 (contribution: 0.1137);
Meta Has Intensifier = 1.0 (contribution: 0.0598);
Enhanced RoBERTa Pos = 0.093 (contribution: 0.0393);
Meta Negator Count = 0.0 (contribution: 0.0358)","Meta Has Contrast = 0.0 (contribution: -0.098);
Meta Has Negator = 0.0 (contribution: -0.0648);
Meta Contrast Count = 0.0 (contribution: -0.0503);
Meta Intensifier Count = 1.0 (contribution: -0.037);
Enhanced VADER Compound = 0.0 (contribution: -0.0341)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced SVM Neu, Meta Has Intensifier, Enhanced RoBERTa Pos, Meta Negator Count. The main opposing signal was Meta Has Contrast."
166,wrong,"Seems like the prophet of cybernetics outsourced the writing of this history to a commodore 64. As I read this, I kept wondering if, perhaps, it was intended for youngsters? It's not bad, but quite light, and not up to Asimov's customary standard. I was puzzled that he dismissed Philip's assassination with a couple of sentences, that the internal conspiracies against Alexander aren't analyzed...Description of tactics and battles are simplistic. I suppose that when an author is so prolific and so eclectic, at some point, that limitations are unavoidable.",neg,neu,0.5753,RoBERTa,"Enhanced RoBERTa Neu = 0.6151 (contribution: 0.2144);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Enhanced SVM Neu = 0.4625 (contribution: 0.0918);
Meta Has Pos Phrase = 1.0 (contribution: 0.0903);
Enhanced NB Neu = 0.6261 (contribution: 0.0725)","Enhanced VADER Compound = -0.8442 (contribution: -0.1369);
Meta Pos Phrase Count = 1.0 (contribution: -0.0963);
Meta Negator Count = 3.0 (contribution: -0.046);
Meta Has Intensifier = 0.0 (contribution: -0.0317);
Meta Has Neg Phrase = 0.0 (contribution: -0.0124)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Has Contrast, Enhanced SVM Neu, Meta Has Pos Phrase, Enhanced NB Neu. The main opposing signal was Enhanced VADER Compound."
167,wrong,This shirt is a nice color and the material is OK. But I bought as a set to go with the big/lil sis shirt/onesie from this company and this shirt is cut totally differently. It is not fitted like the other 2 girl cut shirts I received. It's boxy and boyish and runs wide and short. I'm disappointed my middle daughter won't look coordinated with the other shirts advertised as the same from this company,neu,neg,0.7011,RoBERTa,"Enhanced RoBERTa Neg = 0.8262 (contribution: 0.5323);
Enhanced VADER Compound = -0.8634 (contribution: 0.3152);
Enhanced RoBERTa Pos = 0.0104 (contribution: 0.3006);
Meta Neg Phrase Count = 1.0 (contribution: 0.087);
Enhanced NB Pos = 0.1698 (contribution: 0.066)","Meta Has Negator = 1.0 (contribution: -0.0526);
Meta Has Contrast = 1.0 (contribution: -0.0369);
Meta Has Neg Phrase = 1.0 (contribution: -0.0338);
Enhanced NB Neu = 0.4416 (contribution: -0.0136);
Meta Has Intensifier = 1.0 (contribution: -0.0108)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced VADER Compound, Enhanced RoBERTa Pos, Meta Neg Phrase Count, Enhanced NB Pos. The main opposing signal was Meta Has Negator."
174,wrong,"These books are just plain BAD. Sterling LOVED dressage in #26, hated it in #27, Now she loves it again . In this book, Sterling was eager to jump. I thought she couldn't get over a 2 foot vertical??! I LOVE TO JUMP, but Christina is obsessed. It's all she thinks about. She doesn't remember how to have fun on a horse. She also thinks everybody else has to be as serious about riding as she is. What if Dylan was as serious about soccar as she is about riding?? Would she even care????? My advice to the authers: Bring Sammy back and drop Christina and only do books about Melanie and racing!!!!!!!!",neg,neu,0.4975,Polarity Shift Features,"Meta Has Contrast = 1.0 (contribution: 0.1167);
Enhanced SVM Neu = 0.453 (contribution: 0.0839);
Enhanced VADER Compound = 0.768 (contribution: 0.0594);
Meta Has Negator = 1.0 (contribution: 0.0502);
Meta Intensifier Count = 0.0 (contribution: 0.0446)","Meta Has Intensifier = 0.0 (contribution: -0.0317);
Meta Negator Count = 2.0 (contribution: -0.0187);
Enhanced NB Neu = 0.2852 (contribution: -0.0173);
Meta Has Neg Phrase = 0.0 (contribution: -0.0124);
Meta Has Diminisher = 0.0 (contribution: -0.0107)","The meta model predicted 'neu' mainly because the strongest supporting signals came from Polarity Shift Features. The top supporting features were Meta Has Contrast, Enhanced SVM Neu, Enhanced VADER Compound, Meta Has Negator, Meta Intensifier Count. The main opposing signal was Meta Has Intensifier."
176,wrong,Backing not on properly,neu,neg,0.6272,RoBERTa,"Enhanced RoBERTa Neg = 0.6674 (contribution: 0.3546);
Enhanced RoBERTa Pos = 0.0424 (contribution: 0.2716);
Enhanced SVM Neg = 0.7478 (contribution: 0.1261);
Enhanced VADER Compound = 0.0258 (contribution: 0.0701);
Enhanced SVM Pos = 0.0891 (contribution: 0.0527)","Meta Has Negator = 1.0 (contribution: -0.0526);
Enhanced VADER Pos = 0.268 (contribution: -0.0474);
Enhanced VADER Neg = 0.0 (contribution: -0.033);
Meta Intensifier Count = 0.0 (contribution: -0.0116);
Meta Neg Phrase Count = 0.0 (contribution: -0.0115)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced SVM Neg, Enhanced VADER Compound, Enhanced SVM Pos. The main opposing signal was Meta Has Negator."
179,wrong,"As the straight as-yet-not-ex-wife of a transvestite man, I am trying to find readings to help me explain my situation to myself, as well as to friends or relatives. _Read My Lips_ is a serious book not written with the affectation that seems to afflict many male-to-female writers. While I still don't share the author's belief that all gender classification is oppressive, Riki does a good job explaining why some people do. I was particularly taken with her understanding that being female in this society is not all sweetness and makeup, and her willingness to point out the ways all the different kinds of gender outlaws she has encountered oppress one another. Not recommended as the first book to give your elderly mother or father; some familiarity with the rhetoric of feminism and liberation is helpful.",pos,neu,0.6031,RoBERTa,"Enhanced RoBERTa Neu = 0.6896 (contribution: 0.2663);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Enhanced VADER Compound = 0.8172 (contribution: 0.0654);
Meta Has Negator = 1.0 (contribution: 0.0502);
Meta Intensifier Count = 0.0 (contribution: 0.0446)","Meta Negator Count = 5.0 (contribution: -0.1006);
Meta Has Intensifier = 0.0 (contribution: -0.0317);
Enhanced SVM Neg = 0.4183 (contribution: -0.0157);
Meta Has Neg Phrase = 0.0 (contribution: -0.0124);
Meta Has Diminisher = 0.0 (contribution: -0.0107)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Has Contrast, Enhanced VADER Compound, Meta Has Negator, Meta Intensifier Count. The main opposing signal was Meta Negator Count."
180,wrong,Does not work with CFLs,neu,neg,0.8188,RoBERTa,"Enhanced RoBERTa Neg = 0.8684 (contribution: 0.5795);
Enhanced RoBERTa Pos = 0.0112 (contribution: 0.2998);
Enhanced VADER Neg = 0.677 (contribution: 0.2545);
Enhanced VADER Compound = -0.6369 (contribution: 0.2528);
Enhanced NB Neg = 0.642 (contribution: 0.1427)","Enhanced VADER Neu = 0.323 (contribution: -0.1034);
Meta Has Negator = 1.0 (contribution: -0.0526);
Meta Has Neg Phrase = 1.0 (contribution: -0.0338);
Meta Intensifier Count = 0.0 (contribution: -0.0116);
Meta Negator Count = 1.0 (contribution: -0.0104)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Neg, Enhanced VADER Compound, Enhanced NB Neg. The main opposing signal was Enhanced VADER Neu."
182,wrong,"Sure the technical merits of good graphics, etc are a plus but do not garner the poorly thought out product 5 stars. After using KVM's for years I have never had the problems like I have had with this. Other manufacturers manage to use Ctrl keys for their hotkey functions without the problems that this box plagues you with. While this box may have garnered rave reviews from the folks who want to play Linux, etc., I have to say to use this on a primary production machine will eventually drive you nuts. If you are always using constant Ctrl or Shift operations to mass select items you will constantly find that your key press was not registered. In addition, sometimes your mouse will just freeze until you click a button again. Oh well, the same goes for all Linksys products... they are a bit cheaper than what you would normally pay *but* you get what you pay for. Suitable for home or dorm but not for an all day production machine.",neg,neu,0.5508,Polarity Shift Features,"Meta Contrast Count = 3.0 (contribution: 0.146);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Enhanced RoBERTa Neu = 0.4429 (contribution: 0.0947);
Enhanced VADER Compound = 0.9303 (contribution: 0.0792);
Enhanced SVM Neu = 0.4455 (contribution: 0.0777)","Meta Negator Count = 5.0 (contribution: -0.1006);
Meta Has Intensifier = 0.0 (contribution: -0.0317);
Enhanced NB Neu = 0.2342 (contribution: -0.0308);
Enhanced VADER Neg = 0.034 (contribution: -0.0185);
Meta Has Neg Phrase = 0.0 (contribution: -0.0124)","The meta model predicted 'neu' mainly because the strongest supporting signals came from Polarity Shift Features. The top supporting features were Meta Contrast Count, Meta Has Contrast, Enhanced RoBERTa Neu, Enhanced VADER Compound, Enhanced SVM Neu. The main opposing signal was Meta Negator Count."
184,wrong,GARABAGE - DON'T BUY!,pos,neg,0.6871,RoBERTa,"Enhanced RoBERTa Pos = 0.0414 (contribution: 0.2725);
Enhanced RoBERTa Neg = 0.5858 (contribution: 0.2634);
Enhanced NB Neg = 0.6322 (contribution: 0.1381);
Enhanced SVM Neg = 0.6758 (contribution: 0.104);
Enhanced VADER Pos = 0.0 (contribution: 0.0819)","Meta Has Negator = 1.0 (contribution: -0.0526);
Enhanced VADER Neg = 0.0 (contribution: -0.033);
Enhanced RoBERTa Neu = 0.3728 (contribution: -0.0303);
Meta Intensifier Count = 0.0 (contribution: -0.0116);
Meta Neg Phrase Count = 0.0 (contribution: -0.0115)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced NB Neg, Enhanced SVM Neg, Enhanced VADER Pos. The main opposing signal was Meta Has Negator."
185,wrong,It was a good choice. Yes I would recommend it for those who enjoy the civil war times of history,neu,pos,0.8467,RoBERTa,"Enhanced RoBERTa Pos = 0.8329 (contribution: 0.5202);
Enhanced RoBERTa Neg = 0.0104 (contribution: 0.3668);
Enhanced NB Pos = 0.5713 (contribution: 0.1974);
Meta Pos Phrase Count = 1.0 (contribution: 0.1633);
Enhanced VADER Pos = 0.43 (contribution: 0.1554)","Enhanced VADER Neg = 0.14 (contribution: -0.0527);
Meta Intensifier Count = 0.0 (contribution: -0.033);
Meta Has Diminisher = 0.0 (contribution: -0.0106);
Meta Diminisher Count = 0.0 (contribution: -0.0092);
Meta Has Negator = 0.0 (contribution: -0.0032)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced NB Pos, Meta Pos Phrase Count, Enhanced VADER Pos. The main opposing signal was Enhanced VADER Neg."
190,wrong,"This is an OK book for a beginner who knows little or nothing about networking. It does describe the various types of home networking available today, with a lot of information about wireless technologies. It could have been better organized by covering ethernet and wireless in separate sections. It is neither very clear for one getting started in home networking nor very helpful for one with basic knowledge who is looking to establish a more complex home network. It is an easy read and the ""tips"" inserts are helpful--really the best informative parts of the book. However, unless you are brand new to computers and networking, that is about all that is useful. Otherwise, save your money.",neg,neu,0.48,RoBERTa,"Enhanced RoBERTa Neu = 0.4768 (contribution: 0.1182);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Enhanced VADER Compound = 0.9508 (contribution: 0.0817);
Meta Has Intensifier = 1.0 (contribution: 0.0598);
Enhanced NB Pos = 0.1522 (contribution: 0.0427)","Meta Intensifier Count = 3.0 (contribution: -0.2002);
Meta Has Negator = 0.0 (contribution: -0.0648);
Enhanced NB Neu = 0.2298 (contribution: -0.0319);
Enhanced VADER Neg = 0.038 (contribution: -0.0168);
Enhanced SVM Pos = 0.3773 (contribution: -0.0162)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Has Contrast, Enhanced VADER Compound, Meta Has Intensifier, Enhanced NB Pos. The main opposing signal was Meta Intensifier Count."
199,wrong,Toe seam,neg,neu,0.3909,RoBERTa,"Enhanced RoBERTa Neu = 0.5953 (contribution: 0.2007);
Meta Intensifier Count = 0.0 (contribution: 0.0446);
Meta Negator Count = 0.0 (contribution: 0.0358);
Enhanced RoBERTa Pos = 0.1554 (contribution: 0.0295);
Enhanced VADER Pos = 0.0 (contribution: 0.0194)","Meta Has Contrast = 0.0 (contribution: -0.098);
Meta Has Negator = 0.0 (contribution: -0.0648);
Meta Contrast Count = 0.0 (contribution: -0.0503);
Enhanced VADER Compound = 0.0 (contribution: -0.0341);
Enhanced VADER Neg = 0.0 (contribution: -0.0329)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Intensifier Count, Meta Negator Count, Enhanced RoBERTa Pos, Enhanced VADER Pos. The main opposing signal was Meta Has Contrast."
