row_index,prediction_result,review_text,true_sentiment,predicted_sentiment,prediction_confidence,strongest_feature_group,top_supporting_features,top_opposing_features,explanation
152,wrong,Nice unit for the price. Tripod adapter was NOT included in the package.,neu,neg,0.4736,RoBERTa,"Base RoBERTa Pos = 0.109 (contribution: 0.3491);
Base RoBERTa Neg = 0.409 (contribution: 0.1124);
Base NB Neu = 0.2277 (contribution: 0.0944);
Base SVM Neg = 0.4137 (contribution: 0.0621);
Base NB Pos = 0.5903 (contribution: 0.0537)","Base RoBERTa Neu = 0.4819 (contribution: -0.0821);
Base NB Neg = 0.182 (contribution: -0.0606);
Base VADER Compound = 0.4215 (contribution: -0.0366);
Base SVM Neu = 0.271 (contribution: -0.01);
Base VADER Neu = 0.811 (contribution: -0.0071)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base NB Neu, Base SVM Neg, Base NB Pos. The main opposing signal was Base RoBERTa Neu."
153,wrong,"I've known about this book for a while now, but I've never bothered paying attention to it given it's somewhat ridiculous price tag. Necessity forced me to forgo my earlier conclusions however, and I'm now angry at myself for not picking it up sooner. However much you think you know about Quartz, there's always more to learn, and this book is a whole lot easier to pick new tricks up from than Apple's scant free documentation. It's a bit dated when it comes to the XCode specific info, but unless you're a total newcomer you should be able to fill in the proverbial gaps there without much trouble.This is the second book on OS X programming that I have felt is truly worth owning; the first being Amit Singh's ""Mac OS X Internals."" This one's not as thick, nor is it hardbound, but there are lots of color plates. Good stuff.",pos,neu,0.5858,VADER,"Base VADER Compound = 0.824 (contribution: 0.1645);
Base NB Neu = 0.5635 (contribution: 0.1234);
Base RoBERTa Pos = 0.0686 (contribution: 0.065);
Base NB Pos = 0.2171 (contribution: 0.0642);
Base RoBERTa Neu = 0.4046 (contribution: 0.0468)","Base NB Neg = 0.2194 (contribution: -0.0229);
Base SVM Neu = 0.3319 (contribution: -0.0193);
Base SVM Neg = 0.3878 (contribution: -0.0121)","The meta model predicted 'neu' mainly because the strongest supporting signals came from VADER. The top supporting features were Base VADER Compound, Base NB Neu, Base RoBERTa Pos, Base NB Pos, Base RoBERTa Neu. The main opposing signal was Base NB Neg."
156,wrong,"Reviewer: Chuck Spicer from Champaign, IL USA Brian distorts the Dune serious making unbelievable leaps and writing things that any Dune fan know just couldn't be or clash with Frank's vision. The characters are one dimensional and the story line is preposterous. It's as badly written as star trek books. This book might be entertaining to those looking for a fun read but anybody who holds Dune true and dear to their hearts will dislike this. This was obviously a tool to fatten his pockets. He should have listened to his father when he wrote ""YOu don't write for success."" Let Brian have his fun with the prequels but let us all hope he doesn't truely desicrate Dune by attempting Dune 7.",neu,neg,0.563,RoBERTa,"Base RoBERTa Neg = 0.7409 (contribution: 0.7279);
Base RoBERTa Pos = 0.0182 (contribution: 0.4855);
Base NB Neg = 0.5453 (contribution: 0.0791);
Base NB Neu = 0.2848 (contribution: 0.0518);
Base SVM Pos = 0.2768 (contribution: 0.0508)","Base VADER Compound = 0.9418 (contribution: -0.2166);
Base NB Pos = 0.1699 (contribution: -0.0258);
Base SVM Neg = 0.3316 (contribution: -0.0012);
Base VADER Neg = 0.06 (contribution: -0.0003)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base NB Neg, Base NB Neu, Base SVM Pos. The main opposing signal was Base VADER Compound."
157,wrong,"This book was exactly as described by the author, a common sense approach for finding fish in a lake. The methods that are described are good for newcomer to the sport, but are otherwise ""common sense"" for anglers with some experience. The same information could easily be gleaned from a couple of articles on fishing in Outdoor Life, etc. Overall, this was not helpful for me, but could be for a novice.",neu,neg,0.4695,RoBERTa,"Base RoBERTa Pos = 0.0371 (contribution: 0.457);
Base RoBERTa Neg = 0.5473 (contribution: 0.3688);
Base NB Neu = 0.2459 (contribution: 0.0808);
Base VADER Compound = 0.2621 (contribution: 0.0185);
Base NB Pos = 0.4006 (contribution: 0.0179)","Base SVM Pos = 0.5105 (contribution: -0.2592);
Base SVM Neg = 0.2261 (contribution: -0.0827);
Base RoBERTa Neu = 0.4156 (contribution: -0.0504);
Base VADER Neu = 0.89 (contribution: -0.0203);
Base VADER Pos = 0.069 (contribution: -0.0147)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base NB Neu, Base VADER Compound, Base NB Pos. The main opposing signal was Base SVM Pos."
160,wrong,"Just don't know. ?? It worked at first. I read so many reviews and this appears to be the one I need for my ONE HDMI input Sony 26"" TV (2005) I wanted to run my Sony DVD player and Yamaha receiver to it and out to TV. I haven't tried it with the remote. I had family visiting and needed the set-up in BR. But it only worked initially. I'm going to read more of the reviews, when I have time. Some people are really good with solutions and advice. Thanks! I could give it ONE star....but withholding that for now.",neg,pos,0.4791,RoBERTa,"Base RoBERTa Neg = 0.0456 (contribution: 0.595);
Base RoBERTa Pos = 0.5928 (contribution: 0.4373);
Base SVM Pos = 0.3537 (contribution: 0.0668);
Base VADER Neg = 0.0 (contribution: 0.0589);
Base VADER Neu = 0.891 (contribution: 0.0188)","Base NB Neg = 0.5859 (contribution: -0.1418);
Base NB Pos = 0.1846 (contribution: -0.0646);
Base NB Neu = 0.2295 (contribution: -0.0195);
Base VADER Pos = 0.109 (contribution: -0.0098);
Base RoBERTa Neu = 0.3615 (contribution: -0.0009)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base SVM Pos, Base VADER Neg, Base VADER Neu. The main opposing signal was Base NB Neg."
164,wrong,Esy to use very long wire.,pos,neu,0.5157,RoBERTa,"Base RoBERTa Neu = 0.6956 (contribution: 0.191);
Base RoBERTa Pos = 0.087 (contribution: 0.0607);
Base VADER Pos = 0.0 (contribution: 0.053);
Base NB Neu = 0.3852 (contribution: 0.0183);
Base SVM Neg = 0.3141 (contribution: 0.0042)","Base VADER Compound = 0.0 (contribution: -0.1022);
Base VADER Neg = 0.0 (contribution: -0.0547);
Base NB Pos = 0.3419 (contribution: -0.0257);
Base RoBERTa Neg = 0.2174 (contribution: -0.0145);
Base NB Neg = 0.2729 (contribution: -0.0127)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base RoBERTa Pos, Base VADER Pos, Base NB Neu, Base SVM Neg. The main opposing signal was Base VADER Compound."
166,wrong,"Seems like the prophet of cybernetics outsourced the writing of this history to a commodore 64. As I read this, I kept wondering if, perhaps, it was intended for youngsters? It's not bad, but quite light, and not up to Asimov's customary standard. I was puzzled that he dismissed Philip's assassination with a couple of sentences, that the internal conspiracies against Alexander aren't analyzed...Description of tactics and battles are simplistic. I suppose that when an author is so prolific and so eclectic, at some point, that limitations are unavoidable.",neg,neu,0.518,RoBERTa,"Base RoBERTa Neu = 0.6152 (contribution: 0.1512);
Base SVM Neu = 0.4937 (contribution: 0.139);
Base NB Neu = 0.5629 (contribution: 0.123);
Base NB Pos = 0.1977 (contribution: 0.0782);
Base RoBERTa Pos = 0.0649 (contribution: 0.0659)","Base VADER Compound = -0.8327 (contribution: -0.3717);
Base NB Neg = 0.2395 (contribution: -0.0191);
Base RoBERTa Neg = 0.3198 (contribution: -0.0032)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base SVM Neu, Base NB Neu, Base NB Pos, Base RoBERTa Pos. The main opposing signal was Base VADER Compound."
167,wrong,This shirt is a nice color and the material is OK. But I bought as a set to go with the big/lil sis shirt/onesie from this company and this shirt is cut totally differently. It is not fitted like the other 2 girl cut shirts I received. It's boxy and boyish and runs wide and short. I'm disappointed my middle daughter won't look coordinated with the other shirts advertised as the same from this company,neu,neg,0.7943,RoBERTa,"Base RoBERTa Neg = 0.8114 (contribution: 0.8585);
Base RoBERTa Pos = 0.0113 (contribution: 0.4959);
Base VADER Compound = -0.85 (contribution: 0.4033);
Base SVM Pos = 0.1667 (contribution: 0.1968);
Base SVM Neg = 0.4757 (contribution: 0.1101)","Base NB Neu = 0.5729 (contribution: -0.1631);
Base NB Neg = 0.2293 (contribution: -0.0424);
Base NB Pos = 0.1978 (contribution: -0.0205);
Base VADER Pos = 0.048 (contribution: -0.0178);
Base VADER Neu = 0.8 (contribution: -0.0053)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base SVM Pos, Base SVM Neg. The main opposing signal was Base NB Neu."
173,wrong,"If you find this review to be helpful, please click ""helpful"" on the bottom.It's not a bad dress. But for the price, there are better dresses out there.What I didn't like about this dress is that the material is very scratchy. I'm 5'8, 150lbs 38DD and instead of being flattering, this dress will make you look somewhat pregnant.The print from far looks great, but close up, looks cheat and really bad.",neu,neg,0.6324,RoBERTa,"Base RoBERTa Neg = 0.6891 (contribution: 0.6317);
Base RoBERTa Pos = 0.0276 (contribution: 0.4713);
Base SVM Pos = 0.2502 (contribution: 0.086);
Base NB Neu = 0.2507 (contribution: 0.0773);
Base SVM Neg = 0.4044 (contribution: 0.055)","Base VADER Compound = 0.9329 (contribution: -0.2135);
Base NB Neg = 0.1801 (contribution: -0.0613);
Base SVM Neu = 0.3454 (contribution: -0.0008)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base SVM Pos, Base NB Neu, Base SVM Neg. The main opposing signal was Base VADER Compound."
176,wrong,Backing not on properly,neu,neg,0.6934,RoBERTa,"Base RoBERTa Neg = 0.6902 (contribution: 0.6338);
Base RoBERTa Pos = 0.038 (contribution: 0.4558);
Base VADER Compound = 0.0258 (contribution: 0.1003);
Base SVM Neg = 0.3834 (contribution: 0.0387);
Base SVM Pos = 0.2936 (contribution: 0.0285)","Base NB Pos = 0.2528 (contribution: -0.0101);
Base VADER Neg = 0.0 (contribution: -0.0042);
Base SVM Neu = 0.323 (contribution: -0.0035)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base SVM Neg, Base SVM Pos. The main opposing signal was Base NB Pos."
179,wrong,"As the straight as-yet-not-ex-wife of a transvestite man, I am trying to find readings to help me explain my situation to myself, as well as to friends or relatives. _Read My Lips_ is a serious book not written with the affectation that seems to afflict many male-to-female writers. While I still don't share the author's belief that all gender classification is oppressive, Riki does a good job explaining why some people do. I was particularly taken with her understanding that being female in this society is not all sweetness and makeup, and her willingness to point out the ways all the different kinds of gender outlaws she has encountered oppress one another. Not recommended as the first book to give your elderly mother or father; some familiarity with the rhetoric of feminism and liberation is helpful.",pos,neu,0.6688,VADER,"Base RoBERTa Neu = 0.674 (contribution: 0.1803);
Base VADER Compound = 0.8172 (contribution: 0.1623);
Base SVM Neu = 0.4148 (contribution: 0.0617);
Base NB Pos = 0.2208 (contribution: 0.0616);
Base SVM Pos = 0.2361 (contribution: 0.0319)","Base RoBERTa Neg = 0.101 (contribution: -0.0274);
Base SVM Neg = 0.3491 (contribution: -0.0035)","The meta model predicted 'neu' mainly because the strongest supporting signals came from VADER. The top supporting features were Base RoBERTa Neu, Base VADER Compound, Base SVM Neu, Base NB Pos, Base SVM Pos. The main opposing signal was Base RoBERTa Neg."
180,wrong,Does not work with CFLs,neu,neg,0.7221,RoBERTa,"Base RoBERTa Neg = 0.7638 (contribution: 0.7703);
Base RoBERTa Pos = 0.0206 (contribution: 0.4819);
Base VADER Compound = 0.0 (contribution: 0.1092);
Base NB Neg = 0.5454 (contribution: 0.0792);
Base NB Neu = 0.2808 (contribution: 0.0548)","Base VADER Neu = 1.0 (contribution: -0.0386);
Base NB Pos = 0.1738 (contribution: -0.025);
Base VADER Pos = 0.0 (contribution: -0.025);
Base VADER Neg = 0.0 (contribution: -0.0042);
Base SVM Neu = 0.3339 (contribution: -0.0022)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base NB Neg, Base NB Neu. The main opposing signal was Base VADER Neu."
182,wrong,"Sure the technical merits of good graphics, etc are a plus but do not garner the poorly thought out product 5 stars. After using KVM's for years I have never had the problems like I have had with this. Other manufacturers manage to use Ctrl keys for their hotkey functions without the problems that this box plagues you with. While this box may have garnered rave reviews from the folks who want to play Linux, etc., I have to say to use this on a primary production machine will eventually drive you nuts. If you are always using constant Ctrl or Shift operations to mass select items you will constantly find that your key press was not registered. In addition, sometimes your mouse will just freeze until you click a button again. Oh well, the same goes for all Linksys products... they are a bit cheaper than what you would normally pay *but* you get what you pay for. Suitable for home or dorm but not for an all day production machine.",neg,neu,0.5517,VADER,"Base VADER Compound = 0.9303 (contribution: 0.1989);
Base NB Pos = 0.1626 (contribution: 0.1035);
Base SVM Neu = 0.4327 (contribution: 0.0792);
Base RoBERTa Pos = 0.0684 (contribution: 0.0651);
Base RoBERTa Neu = 0.4404 (contribution: 0.0646)","Base NB Neu = 0.2263 (contribution: -0.0754);
Base VADER Neg = 0.034 (contribution: -0.0256)","The meta model predicted 'neu' mainly because the strongest supporting signals came from VADER. The top supporting features were Base VADER Compound, Base NB Pos, Base SVM Neu, Base RoBERTa Pos, Base RoBERTa Neu. The main opposing signal was Base NB Neu."
184,wrong,GARABAGE - DON'T BUY!,pos,neg,0.5998,RoBERTa,"Base RoBERTa Pos = 0.0425 (contribution: 0.4489);
Base RoBERTa Neg = 0.5726 (contribution: 0.4157);
Base VADER Compound = 0.0 (contribution: 0.1092);
Base NB Neu = 0.2716 (contribution: 0.0617);
Base NB Neg = 0.432 (contribution: 0.0355)","Base VADER Neu = 1.0 (contribution: -0.0386);
Base RoBERTa Neu = 0.3849 (contribution: -0.0358);
Base VADER Pos = 0.0 (contribution: -0.025);
Base VADER Neg = 0.0 (contribution: -0.0042);
Base SVM Neu = 0.3204 (contribution: -0.0039)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base VADER Compound, Base NB Neu, Base NB Neg. The main opposing signal was Base VADER Neu."
185,wrong,It was a good choice. Yes I would recommend it for those who enjoy the civil war times of history,neu,pos,0.7991,RoBERTa,"Base RoBERTa Pos = 0.8858 (contribution: 0.947);
Base RoBERTa Neg = 0.0078 (contribution: 0.6693);
Base NB Pos = 0.5821 (contribution: 0.1466);
Base SVM Pos = 0.3695 (contribution: 0.0942);
Base NB Neg = 0.187 (contribution: 0.0878)","Base VADER Neg = 0.138 (contribution: -0.0684);
Base VADER Neu = 0.461 (contribution: -0.0472);
Base NB Neu = 0.2309 (contribution: -0.0193)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base NB Pos, Base SVM Pos, Base NB Neg. The main opposing signal was Base VADER Neg."
188,wrong,It didn't last long. I would expect it to last for 2 yrs at least with normal wear and tear.,neg,neu,0.4594,RoBERTa,"Base RoBERTa Neu = 0.5684 (contribution: 0.128);
Base RoBERTa Pos = 0.06 (contribution: 0.0671);
Base VADER Pos = 0.0 (contribution: 0.053);
Base NB Pos = 0.2452 (contribution: 0.044);
Base NB Neg = 0.4988 (contribution: 0.0304)","Base VADER Compound = 0.0 (contribution: -0.1022);
Base NB Neu = 0.256 (contribution: -0.0579);
Base VADER Neg = 0.0 (contribution: -0.0547);
Base SVM Neu = 0.3425 (contribution: -0.009);
Base SVM Pos = 0.3275 (contribution: -0.005)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base RoBERTa Pos, Base VADER Pos, Base NB Pos, Base NB Neg. The main opposing signal was Base VADER Compound."
190,wrong,"This is an OK book for a beginner who knows little or nothing about networking. It does describe the various types of home networking available today, with a lot of information about wireless technologies. It could have been better organized by covering ethernet and wireless in separate sections. It is neither very clear for one getting started in home networking nor very helpful for one with basic knowledge who is looking to establish a more complex home network. It is an easy read and the ""tips"" inserts are helpful--really the best informative parts of the book. However, unless you are brand new to computers and networking, that is about all that is useful. Otherwise, save your money.",neg,pos,0.5134,RoBERTa,"Base RoBERTa Neg = 0.0667 (contribution: 0.5536);
Base SVM Pos = 0.4986 (contribution: 0.3176);
Base RoBERTa Pos = 0.4862 (contribution: 0.2517);
Base SVM Neg = 0.1945 (contribution: 0.0765);
Base SVM Neu = 0.3069 (contribution: 0.0493)","Base NB Neg = 0.4639 (contribution: -0.0716);
Base NB Pos = 0.18 (contribution: -0.0671);
Base VADER Pos = 0.146 (contribution: -0.0036);
Base RoBERTa Neu = 0.4471 (contribution: -0.0024)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base SVM Pos, Base RoBERTa Pos, Base SVM Neg, Base SVM Neu. The main opposing signal was Base NB Neg."
199,wrong,Toe seam,neg,neu,0.4863,RoBERTa,"Base RoBERTa Neu = 0.5956 (contribution: 0.1415);
Base VADER Pos = 0.0 (contribution: 0.053);
Base RoBERTa Pos = 0.1495 (contribution: 0.0458);
Base VADER Neu = 1.0 (contribution: 0.003);
Base NB Neg = 0.3398 (contribution: 0.0001)","Base VADER Compound = 0.0 (contribution: -0.1022);
Base VADER Neg = 0.0 (contribution: -0.0547);
Base SVM Neu = 0.3377 (contribution: -0.0137);
Base NB Pos = 0.3212 (contribution: -0.0108);
Base RoBERTa Neg = 0.2549 (contribution: -0.0104)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base VADER Pos, Base RoBERTa Pos, Base VADER Neu, Base NB Neg. The main opposing signal was Base VADER Compound."
